id,skill,category,confidence score
9fe041248eb91617b7c2673738b42514,design,Skill,0.99
9fe041248eb91617b7c2673738b42514,develop,Skill,0.98
9fe041248eb91617b7c2673738b42514,deploy,Skill,0.68
9fe041248eb91617b7c2673738b42514,pipelines,Skill,0.94
9fe041248eb91617b7c2673738b42514,business,Skill,0.66
9fe041248eb91617b7c2673738b42514,candidate,PersonType,0.78
9fe041248eb91617b7c2673738b42514,learning immersion,Skill,0.67
9fe041248eb91617b7c2673738b42514,collaboration,Skill,0.97
9fe041248eb91617b7c2673738b42514,candidate,PersonType,0.87
9fe041248eb91617b7c2673738b42514,data,Skill,0.93
9fe041248eb91617b7c2673738b42514,data scientist,PersonType,0.97
9fe041248eb91617b7c2673738b42514,analysis,Skill,0.92
9fe041248eb91617b7c2673738b42514,architect,PersonType,0.86
9fe041248eb91617b7c2673738b42514,design,Skill,0.96
9fe041248eb91617b7c2673738b42514,analysis pipelines,Skill,0.52
9fe041248eb91617b7c2673738b42514,data sets,Skill,0.82
9fe041248eb91617b7c2673738b42514,customer analysis,Skill,0.87
9fe041248eb91617b7c2673738b42514,visuals,Skill,0.92
9fe041248eb91617b7c2673738b42514,data,Skill,0.66
9fe041248eb91617b7c2673738b42514,market research data,Skill,0.76
9fe041248eb91617b7c2673738b42514,partner,PersonType,0.88
9fe041248eb91617b7c2673738b42514,insightful,Skill,0.57
9fe041248eb91617b7c2673738b42514,analysis,Skill,0.44
9fe041248eb91617b7c2673738b42514,strategic,Skill,0.61
9fe041248eb91617b7c2673738b42514,storytelling,Skill,0.82
9fe041248eb91617b7c2673738b42514,tracking analysis,Skill,0.62
9fe041248eb91617b7c2673738b42514,satisfaction,Skill,0.72
9fe041248eb91617b7c2673738b42514,analysis,Skill,0.65
9fe041248eb91617b7c2673738b42514,segment demographic,Skill,0.6
9fe041248eb91617b7c2673738b42514,profiles,Skill,0.82
9fe041248eb91617b7c2673738b42514,visualizations,Skill,0.98
9fe041248eb91617b7c2673738b42514,visualizations,Skill,0.63
9fe041248eb91617b7c2673738b42514,analysis,Skill,0.86
9fe041248eb91617b7c2673738b42514,analytical techniques,Skill,0.94
9fe041248eb91617b7c2673738b42514,performance,Skill,0.78
9fe041248eb91617b7c2673738b42514,device,Product,0.68
9fe041248eb91617b7c2673738b42514,elasticity,Skill,0.67
9fe041248eb91617b7c2673738b42514,algorithms,Skill,1.0
9fe041248eb91617b7c2673738b42514,inference,Skill,0.99
9fe041248eb91617b7c2673738b42514,modeling process,Skill,0.59
9fe041248eb91617b7c2673738b42514,design,Skill,0.7
9fe041248eb91617b7c2673738b42514,delivery measurement,Skill,0.66
9fe041248eb91617b7c2673738b42514,accuracy rate,Skill,0.58
9fe041248eb91617b7c2673738b42514,predicted models,Skill,0.88
9fe041248eb91617b7c2673738b42514,statistical,Skill,0.7
9fe041248eb91617b7c2673738b42514,data mining models,Skill,0.89
9fe041248eb91617b7c2673738b42514,prediction,Skill,0.7
9fe041248eb91617b7c2673738b42514,segmentation models,Skill,0.95
9fe041248eb91617b7c2673738b42514,forecasts,Skill,0.8
9fe041248eb91617b7c2673738b42514,prediction,Skill,0.61
9fe041248eb91617b7c2673738b42514,enterprise metrics,Skill,0.81
9fe041248eb91617b7c2673738b42514,sales,Skill,0.55
9fe041248eb91617b7c2673738b42514,design experiments,Skill,0.96
9fe041248eb91617b7c2673738b42514,dashboards,Skill,0.89
9fe041248eb91617b7c2673738b42514,evaluate,Skill,0.77
9fe041248eb91617b7c2673738b42514,business performance,Skill,0.95
9fe041248eb91617b7c2673738b42514,develop,Skill,1.0
9fe041248eb91617b7c2673738b42514,solutions,Skill,0.51
9fe041248eb91617b7c2673738b42514,machine learning,Skill,0.86
9fe041248eb91617b7c2673738b42514,operationalizing,Skill,0.54
9fe041248eb91617b7c2673738b42514,impala,Organization,0.45
9fe041248eb91617b7c2673738b42514,hadoop,Organization,0.44
9fe041248eb91617b7c2673738b42514,bachelors,PersonType,0.71
9fe041248eb91617b7c2673738b42514,5,Quantity,0.8
9fe041248eb91617b7c2673738b42514,statistics,Skill,0.79
9fe041248eb91617b7c2673738b42514,math,Skill,0.93
9fe041248eb91617b7c2673738b42514,finance,Skill,0.9
9fe041248eb91617b7c2673738b42514,customer retention,Skill,0.51
9fe041248eb91617b7c2673738b42514,mathematics,Skill,0.6
9fe041248eb91617b7c2673738b42514,economics,Skill,0.98
9fe041248eb91617b7c2673738b42514,statistics,Skill,0.93
d75e3725ed9769e40e497e36b93dc06b,2,Quantity,0.8
d75e3725ed9769e40e497e36b93dc06b,bachelors,PersonType,0.93
d75e3725ed9769e40e497e36b93dc06b,5,Quantity,0.8
d75e3725ed9769e40e497e36b93dc06b,ml,Skill,0.91
d75e3725ed9769e40e497e36b93dc06b,ml,Quantity,0.8
d75e3725ed9769e40e497e36b93dc06b,mathematics,Skill,0.98
d75e3725ed9769e40e497e36b93dc06b,statistics,Skill,0.98
d75e3725ed9769e40e497e36b93dc06b,physics,Skill,0.98
d75e3725ed9769e40e497e36b93dc06b,3,Quantity,0.8
d75e3725ed9769e40e497e36b93dc06b,data querying languages,Skill,0.77
d75e3725ed9769e40e497e36b93dc06b,scripting languages,Skill,0.7
d75e3725ed9769e40e497e36b93dc06b,python,Skill,0.97
d75e3725ed9769e40e497e36b93dc06b,statistical,Skill,0.92
d75e3725ed9769e40e497e36b93dc06b,mathematical software,Skill,0.89
d75e3725ed9769e40e497e36b93dc06b,r,Skill,0.88
d75e3725ed9769e40e497e36b93dc06b,sas,Skill,0.94
d75e3725ed9769e40e497e36b93dc06b,matlab,Skill,0.78
d75e3725ed9769e40e497e36b93dc06b,visualizations,Skill,0.77
d75e3725ed9769e40e497e36b93dc06b,data math,Skill,0.75
d75e3725ed9769e40e497e36b93dc06b,statistical methods,Skill,0.87
d75e3725ed9769e40e497e36b93dc06b,modeling,Skill,1.0
d75e3725ed9769e40e497e36b93dc06b,algorithms,Skill,1.0
d75e3725ed9769e40e497e36b93dc06b,statistical,Skill,0.59
d75e3725ed9769e40e497e36b93dc06b,development evaluation,Skill,0.75
d75e3725ed9769e40e497e36b93dc06b,data sets,Skill,0.56
d75e3725ed9769e40e497e36b93dc06b,data analysis,Skill,0.94
d75e3725ed9769e40e497e36b93dc06b,amazon,Organization,0.98
d75e3725ed9769e40e497e36b93dc06b,advertising,Skill,0.88
d75e3725ed9769e40e497e36b93dc06b,business,Skill,0.45
d75e3725ed9769e40e497e36b93dc06b,sales,Skill,0.58
d75e3725ed9769e40e497e36b93dc06b,daily,DateTime,0.8
d75e3725ed9769e40e497e36b93dc06b,products,Skill,0.54
d75e3725ed9769e40e497e36b93dc06b,management,Skill,0.39
d75e3725ed9769e40e497e36b93dc06b,prevention,Skill,0.96
d75e3725ed9769e40e497e36b93dc06b,detection,Skill,0.62
d75e3725ed9769e40e497e36b93dc06b,amazon,Organization,0.93
d75e3725ed9769e40e497e36b93dc06b,advertising,Skill,0.57
d75e3725ed9769e40e497e36b93dc06b,customers,PersonType,0.95
d75e3725ed9769e40e497e36b93dc06b,predictive risk scoring,Skill,0.95
d75e3725ed9769e40e497e36b93dc06b,algorithms,Skill,0.53
d75e3725ed9769e40e497e36b93dc06b,customers,PersonType,0.9
d75e3725ed9769e40e497e36b93dc06b,algorithms,Skill,0.99
d75e3725ed9769e40e497e36b93dc06b,advertisers,PersonType,0.88
d75e3725ed9769e40e497e36b93dc06b,machine learning,Skill,1.0
d75e3725ed9769e40e497e36b93dc06b,fraud management,Skill,0.94
d75e3725ed9769e40e497e36b93dc06b,advertising stack,Skill,0.6
d75e3725ed9769e40e497e36b93dc06b,campaign management,Skill,0.82
d75e3725ed9769e40e497e36b93dc06b,billing,Skill,0.82
d75e3725ed9769e40e497e36b93dc06b,software engineers,PersonType,0.84
d75e3725ed9769e40e497e36b93dc06b,product managers,PersonType,0.73
d75e3725ed9769e40e497e36b93dc06b,business,Skill,0.59
d75e3725ed9769e40e497e36b93dc06b,technologies,Skill,0.97
d75e3725ed9769e40e497e36b93dc06b,data scientist,PersonType,0.85
d75e3725ed9769e40e497e36b93dc06b,advertising,Skill,0.72
d75e3725ed9769e40e497e36b93dc06b,analytical problem solver,Skill,0.94
d75e3725ed9769e40e497e36b93dc06b,solver,PersonType,0.59
d75e3725ed9769e40e497e36b93dc06b,investigations,Skill,0.82
d75e3725ed9769e40e497e36b93dc06b,algorithms,Skill,0.65
d75e3725ed9769e40e497e36b93dc06b,interface,Skill,0.65
d75e3725ed9769e40e497e36b93dc06b,technical,Skill,0.94
d75e3725ed9769e40e497e36b93dc06b,business,Skill,0.8
d75e3725ed9769e40e497e36b93dc06b,stakeholders,PersonType,0.73
d75e3725ed9769e40e497e36b93dc06b,analytical abilities,Skill,0.98
d75e3725ed9769e40e497e36b93dc06b,business,Skill,0.94
d75e3725ed9769e40e497e36b93dc06b,technical savvy,Skill,0.99
d75e3725ed9769e40e497e36b93dc06b,fraud prevention,Skill,0.79
d75e3725ed9769e40e497e36b93dc06b,detection mitigation,Skill,0.86
d75e3725ed9769e40e497e36b93dc06b,collaboration engineering,Skill,0.85
d75e3725ed9769e40e497e36b93dc06b,business,Skill,0.57
d75e3725ed9769e40e497e36b93dc06b,communicating,Skill,0.99
d75e3725ed9769e40e497e36b93dc06b,technical sophistication,Skill,0.97
d75e3725ed9769e40e497e36b93dc06b,business,Skill,0.87
d75e3725ed9769e40e497e36b93dc06b,innovate,Skill,0.97
d75e3725ed9769e40e497e36b93dc06b,business,Skill,0.71
d75e3725ed9769e40e497e36b93dc06b,machine learning,Skill,0.61
d75e3725ed9769e40e497e36b93dc06b,engineers,PersonType,0.75
d75e3725ed9769e40e497e36b93dc06b,data,Skill,0.73
d75e3725ed9769e40e497e36b93dc06b,engineering,Skill,0.53
d75e3725ed9769e40e497e36b93dc06b,communicating,Skill,0.52
d75e3725ed9769e40e497e36b93dc06b,customers,PersonType,0.65
d75e3725ed9769e40e497e36b93dc06b,technical knowledge,Skill,0.58
d75e3725ed9769e40e497e36b93dc06b,insights,Skill,0.5
d75e3725ed9769e40e497e36b93dc06b,machine,Skill,0.56
d75e3725ed9769e40e497e36b93dc06b,testing model,Skill,0.64
d75e3725ed9769e40e497e36b93dc06b,computational experiments,Skill,0.86
d75e3725ed9769e40e497e36b93dc06b,decision making,Skill,0.98
d75e3725ed9769e40e497e36b93dc06b,develop,Skill,0.71
d75e3725ed9769e40e497e36b93dc06b,capabilities,Skill,0.88
d75e3725ed9769e40e497e36b93dc06b,python,Skill,0.84
d75e3725ed9769e40e497e36b93dc06b,r,Skill,0.91
d75e3725ed9769e40e497e36b93dc06b,scala,Skill,0.86
d75e3725ed9769e40e497e36b93dc06b,analyzing,Skill,1.0
d75e3725ed9769e40e497e36b93dc06b,data,Skill,0.75
d75e3725ed9769e40e497e36b93dc06b,quantitative knowledge,Skill,0.76
d75e3725ed9769e40e497e36b93dc06b,quantitative modeling,Skill,1.0
d75e3725ed9769e40e497e36b93dc06b,statistical analysis,Skill,1.0
d75e3725ed9769e40e497e36b93dc06b,problem-solving,Skill,0.97
d75e3725ed9769e40e497e36b93dc06b,user statistical,Skill,0.85
d75e3725ed9769e40e497e36b93dc06b,filtering,Skill,0.72
d75e3725ed9769e40e497e36b93dc06b,customer,PersonType,0.76
d75e3725ed9769e40e497e36b93dc06b,communication,Skill,0.48
d75e3725ed9769e40e497e36b93dc06b,technical,Skill,0.53
d75e3725ed9769e40e497e36b93dc06b,research,Skill,0.65
d75e3725ed9769e40e497e36b93dc06b,research,PersonType,0.51
d75e3725ed9769e40e497e36b93dc06b,scientists,PersonType,0.56
d75e3725ed9769e40e497e36b93dc06b,engineering,Skill,0.54
d75e3725ed9769e40e497e36b93dc06b,data modeling,Skill,0.59
d75e3725ed9769e40e497e36b93dc06b,amazon,Organization,0.73
d75e3725ed9769e40e497e36b93dc06b,employer,PersonType,0.9
d75e3725ed9769e40e497e36b93dc06b,female,PersonType,0.52
d75e3725ed9769e40e497e36b93dc06b,disability,PersonType,0.69
d75e3725ed9769e40e497e36b93dc06b,veteran,PersonType,0.91
00112c0c01d44c55fb544ca5d8c657e9,criteo,Organization,0.7
00112c0c01d44c55fb544ca5d8c657e9,1.4 billion,Quantity,0.8
00112c0c01d44c55fb544ca5d8c657e9,shoppers,PersonType,0.83
00112c0c01d44c55fb544ca5d8c657e9,$600 billion,Quantity,0.8
00112c0c01d44c55fb544ca5d8c657e9,annual,DateTime,0.8
00112c0c01d44c55fb544ca5d8c657e9,paris,Location,0.82
00112c0c01d44c55fb544ca5d8c657e9,criteo,Organization,0.97
00112c0c01d44c55fb544ca5d8c657e9,30,Quantity,0.8
00112c0c01d44c55fb544ca5d8c657e9,offices,Location,0.7
00112c0c01d44c55fb544ca5d8c657e9,half,Quantity,0.8
00112c0c01d44c55fb544ca5d8c657e9,internet users,PersonType,0.66
00112c0c01d44c55fb544ca5d8c657e9,innovative,Skill,0.98
00112c0c01d44c55fb544ca5d8c657e9,result-driven,Skill,0.97
00112c0c01d44c55fb544ca5d8c657e9,engineers,PersonType,0.98
00112c0c01d44c55fb544ca5d8c657e9,scientists,PersonType,0.64
00112c0c01d44c55fb544ca5d8c657e9,data science,Skill,0.99
00112c0c01d44c55fb544ca5d8c657e9,product analytics,Skill,0.7
00112c0c01d44c55fb544ca5d8c657e9,technology,Skill,0.83
00112c0c01d44c55fb544ca5d8c657e9,statistics,Skill,0.53
00112c0c01d44c55fb544ca5d8c657e9,machine learning,Skill,0.94
00112c0c01d44c55fb544ca5d8c657e9,business,Skill,0.89
00112c0c01d44c55fb544ca5d8c657e9,criteo,Skill,0.97
00112c0c01d44c55fb544ca5d8c657e9,designing,Skill,0.9
00112c0c01d44c55fb544ca5d8c657e9,criteo,Organization,0.74
00112c0c01d44c55fb544ca5d8c657e9,partners,PersonType,0.79
00112c0c01d44c55fb544ca5d8c657e9,leadership,Skill,0.93
00112c0c01d44c55fb544ca5d8c657e9,pms,Organization,0.55
00112c0c01d44c55fb544ca5d8c657e9,r&d,Organization,0.78
00112c0c01d44c55fb544ca5d8c657e9,finance,Skill,0.81
00112c0c01d44c55fb544ca5d8c657e9,data science,Skill,0.98
00112c0c01d44c55fb544ca5d8c657e9,product,Skill,0.7
00112c0c01d44c55fb544ca5d8c657e9,analytics,Skill,0.35
00112c0c01d44c55fb544ca5d8c657e9,optimize,Skill,0.89
00112c0c01d44c55fb544ca5d8c657e9,bidding strategy,Skill,0.61
00112c0c01d44c55fb544ca5d8c657e9,optimize,Skill,0.87
00112c0c01d44c55fb544ca5d8c657e9,users,PersonType,0.66
00112c0c01d44c55fb544ca5d8c657e9,-internet,Skill,0.68
00112c0c01d44c55fb544ca5d8c657e9,analyze,Skill,0.65
00112c0c01d44c55fb544ca5d8c657e9,data-driven insights,Skill,0.54
00112c0c01d44c55fb544ca5d8c657e9,criteo,Organization,0.75
00112c0c01d44c55fb544ca5d8c657e9,one,Quantity,0.8
00112c0c01d44c55fb544ca5d8c657e9,mine,Skill,0.57
00112c0c01d44c55fb544ca5d8c657e9,data,Skill,0.56
00112c0c01d44c55fb544ca5d8c657e9,datasets,Skill,0.49
00112c0c01d44c55fb544ca5d8c657e9,design,Skill,0.57
00112c0c01d44c55fb544ca5d8c657e9,impact,Skill,0.51
00112c0c01d44c55fb544ca5d8c657e9,reporting,Skill,0.69
00112c0c01d44c55fb544ca5d8c657e9,last year,DateTime,0.8
00112c0c01d44c55fb544ca5d8c657e9,degree,Quantity,0.8
00112c0c01d44c55fb544ca5d8c657e9,mathematics,Skill,0.99
00112c0c01d44c55fb544ca5d8c657e9,computer science,Skill,0.97
00112c0c01d44c55fb544ca5d8c657e9,physics,Skill,0.94
00112c0c01d44c55fb544ca5d8c657e9,engineering,Skill,0.99
00112c0c01d44c55fb544ca5d8c657e9,economics,Skill,1.0
00112c0c01d44c55fb544ca5d8c657e9,6 months,DateTime,0.8
00112c0c01d44c55fb544ca5d8c657e9,analytical skills,Skill,0.85
00112c0c01d44c55fb544ca5d8c657e9,creative thinking,Skill,0.85
00112c0c01d44c55fb544ca5d8c657e9,data science,Skill,0.71
00112c0c01d44c55fb544ca5d8c657e9,pipelines,Skill,0.68
00112c0c01d44c55fb544ca5d8c657e9,descriptive predictive modelling,Skill,0.64
00112c0c01d44c55fb544ca5d8c657e9,implementing,Skill,0.61
00112c0c01d44c55fb544ca5d8c657e9,visualizations,Skill,0.78
00112c0c01d44c55fb544ca5d8c657e9,dashboards,Skill,0.97
00112c0c01d44c55fb544ca5d8c657e9,reports,Skill,0.65
00112c0c01d44c55fb544ca5d8c657e9,interpersonal,Skill,0.66
00112c0c01d44c55fb544ca5d8c657e9,communication,Skill,0.51
46bf2512e026549445692674db857ab4,innovation,Skill,0.9
46bf2512e026549445692674db857ab4,incubation,Skill,0.95
46bf2512e026549445692674db857ab4,500,Quantity,0.8
46bf2512e026549445692674db857ab4,technologies,Skill,0.49
46bf2512e026549445692674db857ab4,office,Location,0.55
46bf2512e026549445692674db857ab4,first,Quantity,0.8
46bf2512e026549445692674db857ab4,customers,PersonType,0.95
46bf2512e026549445692674db857ab4,observe,Skill,0.69
46bf2512e026549445692674db857ab4,listen,Skill,0.95
46bf2512e026549445692674db857ab4,prototype,Skill,0.99
46bf2512e026549445692674db857ab4,experiment,Skill,0.99
46bf2512e026549445692674db857ab4,analyze,Skill,1.0
46bf2512e026549445692674db857ab4,learn,Skill,0.87
46bf2512e026549445692674db857ab4,iterate,Skill,0.99
46bf2512e026549445692674db857ab4,scout,PersonType,0.57
46bf2512e026549445692674db857ab4,seattle,Location,0.87
46bf2512e026549445692674db857ab4,silicon valley,Location,0.75
46bf2512e026549445692674db857ab4,shanghai,Location,0.88
46bf2512e026549445692674db857ab4,fort,Location,0.75
46bf2512e026549445692674db857ab4,wrestle ground,Location,0.5
46bf2512e026549445692674db857ab4,customers,PersonType,0.99
46bf2512e026549445692674db857ab4,move needle,Product,0.82
46bf2512e026549445692674db857ab4,fort,Location,0.51
46bf2512e026549445692674db857ab4,collaborative,Skill,0.96
46bf2512e026549445692674db857ab4,proactive,Skill,0.64
46bf2512e026549445692674db857ab4,adaptable,Skill,0.96
46bf2512e026549445692674db857ab4,excel,Product,0.41
46bf2512e026549445692674db857ab4,reconciling,Skill,1.0
46bf2512e026549445692674db857ab4,innovation,Skill,0.93
46bf2512e026549445692674db857ab4,vision strategy,Skill,0.64
46bf2512e026549445692674db857ab4,creatively,Skill,0.85
46bf2512e026549445692674db857ab4,solve,Skill,0.68
46bf2512e026549445692674db857ab4,innovation,Skill,0.85
46bf2512e026549445692674db857ab4,innovation,Skill,0.94
46bf2512e026549445692674db857ab4,empathy,Skill,0.99
46bf2512e026549445692674db857ab4,teacher,PersonType,0.86
46bf2512e026549445692674db857ab4,s mindset,Skill,0.55
46bf2512e026549445692674db857ab4,teach,Skill,0.85
46bf2512e026549445692674db857ab4,mentor,Skill,0.83
46bf2512e026549445692674db857ab4,colleague,PersonType,0.8
46bf2512e026549445692674db857ab4,make decisions,Skill,0.97
46bf2512e026549445692674db857ab4,lead,PersonType,0.53
46bf2512e026549445692674db857ab4,data scientist,PersonType,0.75
46bf2512e026549445692674db857ab4,innovation,Skill,0.91
46bf2512e026549445692674db857ab4,build,Skill,0.98
46bf2512e026549445692674db857ab4,manage,Skill,0.99
46bf2512e026549445692674db857ab4,inspire,Skill,0.83
46bf2512e026549445692674db857ab4,data scientist,PersonType,0.67
46bf2512e026549445692674db857ab4,manage,Skill,0.98
46bf2512e026549445692674db857ab4,mentor,Skill,0.99
46bf2512e026549445692674db857ab4,foster,Skill,0.68
46bf2512e026549445692674db857ab4,data scientists,PersonType,0.76
46bf2512e026549445692674db857ab4,machine learning engineers,PersonType,0.63
46bf2512e026549445692674db857ab4,big data specialists,PersonType,0.55
46bf2512e026549445692674db857ab4,concepts,Skill,0.87
46bf2512e026549445692674db857ab4,operating companies,Skill,0.78
46bf2512e026549445692674db857ab4,deployment,Skill,0.74
46bf2512e026549445692674db857ab4,design,Skill,0.72
46bf2512e026549445692674db857ab4,driven,Skill,0.55
46bf2512e026549445692674db857ab4,experiment,Skill,0.64
46bf2512e026549445692674db857ab4,act,PersonType,0.55
46bf2512e026549445692674db857ab4,adviser,PersonType,0.44
46bf2512e026549445692674db857ab4,research,Skill,0.75
46bf2512e026549445692674db857ab4,statistical analysis modeling,Skill,0.94
46bf2512e026549445692674db857ab4,automate reports,Skill,0.89
46bf2512e026549445692674db857ab4,dashboards,Skill,0.89
46bf2512e026549445692674db857ab4,insights,Skill,0.68
46bf2512e026549445692674db857ab4,data mining,Skill,0.76
46bf2512e026549445692674db857ab4,method,Skill,0.56
46bf2512e026549445692674db857ab4,stakeholders,PersonType,0.76
46bf2512e026549445692674db857ab4,data gathering,Skill,0.8
46bf2512e026549445692674db857ab4,analysis,Skill,0.86
46bf2512e026549445692674db857ab4,scaled deliverables,Skill,0.77
46bf2512e026549445692674db857ab4,presentations,Skill,0.68
46bf2512e026549445692674db857ab4,stakeholders,PersonType,0.94
46bf2512e026549445692674db857ab4,degree,Quantity,0.8
46bf2512e026549445692674db857ab4,machine learning,Skill,1.0
46bf2512e026549445692674db857ab4,data science,Skill,1.0
46bf2512e026549445692674db857ab4,operations research,Skill,1.0
46bf2512e026549445692674db857ab4,mathematics,Skill,1.0
46bf2512e026549445692674db857ab4,statistics,Skill,1.0
46bf2512e026549445692674db857ab4,statistics,Skill,0.92
46bf2512e026549445692674db857ab4,machine learning,Skill,0.95
46bf2512e026549445692674db857ab4,statistical packages,Skill,0.57
46bf2512e026549445692674db857ab4,machine learning,Skill,0.86
46bf2512e026549445692674db857ab4,quantitative research methods,Skill,0.99
46bf2512e026549445692674db857ab4,mathematics,Skill,1.0
46bf2512e026549445692674db857ab4,computer science,Skill,0.96
46bf2512e026549445692674db857ab4,statistics,Skill,0.98
46bf2512e026549445692674db857ab4,economics,Skill,1.0
46bf2512e026549445692674db857ab4,translating,Skill,0.99
46bf2512e026549445692674db857ab4,creating,Skill,0.54
46bf2512e026549445692674db857ab4,data sets,Skill,0.83
46bf2512e026549445692674db857ab4,data modeling,Skill,1.0
46bf2512e026549445692674db857ab4,presentation,Skill,0.79
46bf2512e026549445692674db857ab4,communication,Skill,0.67
46bf2512e026549445692674db857ab4,management level,Skill,0.66
46bf2512e026549445692674db857ab4,presentations,Skill,0.9
46bf2512e026549445692674db857ab4,coding,Skill,0.65
46bf2512e026549445692674db857ab4,java,Skill,0.99
46bf2512e026549445692674db857ab4,c++,Skill,1.0
46bf2512e026549445692674db857ab4,python,Skill,1.0
46bf2512e026549445692674db857ab4,php,Quantity,0.8
46bf2512e026549445692674db857ab4,data,Skill,0.88
46bf2512e026549445692674db857ab4,analysis trends,Skill,0.95
46bf2512e026549445692674db857ab4,applied knowledge measurement,Skill,0.96
46bf2512e026549445692674db857ab4,statistics,Skill,0.87
46bf2512e026549445692674db857ab4,degree,Quantity,0.8
46bf2512e026549445692674db857ab4,analysis,Skill,0.97
46bf2512e026549445692674db857ab4,business,Skill,0.99
46bf2512e026549445692674db857ab4,problem-solving,Skill,0.99
46bf2512e026549445692674db857ab4,critical thinking,Skill,0.96
46bf2512e026549445692674db857ab4,building,Skill,0.59
46bf2512e026549445692674db857ab4,industrial technologies,Skill,0.75
46bf2512e026549445692674db857ab4,leaders,PersonType,0.55
46bf2512e026549445692674db857ab4,2017,DateTime,0.8
46bf2512e026549445692674db857ab4,$6.7 billion,Quantity,0.8
46bf2512e026549445692674db857ab4,fortive,Organization,0.58
46bf2512e026549445692674db857ab4,instrumentation,Skill,0.6
46bf2512e026549445692674db857ab4,transportation,Skill,0.67
46bf2512e026549445692674db857ab4,franchise distribution,Skill,0.59
46bf2512e026549445692674db857ab4,fortive,Organization,0.93
46bf2512e026549445692674db857ab4,everett,Organization,0.46
46bf2512e026549445692674db857ab4,wash,Organization,0.42
46bf2512e026549445692674db857ab4,ington,Organization,0.48
46bf2512e026549445692674db857ab4,"26,000",Quantity,0.8
46bf2512e026549445692674db857ab4,research development,Skill,0.89
46bf2512e026549445692674db857ab4,manufacturing,Skill,0.93
46bf2512e026549445692674db857ab4,sales,Skill,0.77
46bf2512e026549445692674db857ab4,distribution,Skill,0.55
46bf2512e026549445692674db857ab4,employees,PersonType,0.76
46bf2512e026549445692674db857ab4,50,Quantity,0.8
46bf2512e026549445692674db857ab4,improvement,Skill,0.53
46bf2512e026549445692674db857ab4,operating model,Skill,0.86
46bf2512e026549445692674db857ab4,business,Skill,0.54
46bf2512e026549445692674db857ab4,www.fortive.com.,URL,0.8
46bf2512e026549445692674db857ab4,20,Quantity,0.8
46bf2512e026549445692674db857ab4,technology,Skill,0.74
46bf2512e026549445692674db857ab4,technology,Skill,0.72
46bf2512e026549445692674db857ab4,software development,Skill,1.0
46bf2512e026549445692674db857ab4,robotics,Skill,1.0
46bf2512e026549445692674db857ab4,transportation,Skill,0.94
46bf2512e026549445692674db857ab4,energy healthcare,Skill,0.69
46bf2512e026549445692674db857ab4,$6.7 billion,Quantity,0.8
46bf2512e026549445692674db857ab4,annual,DateTime,0.8
46bf2512e026549445692674db857ab4,continuous improvement,Skill,0.74
46bf2512e026549445692674db857ab4,instrumentation,Skill,0.73
46bf2512e026549445692674db857ab4,product realization,Skill,0.51
46bf2512e026549445692674db857ab4,everett,Organization,0.49
46bf2512e026549445692674db857ab4,washington,Location,0.56
46bf2512e026549445692674db857ab4,"26,000",Quantity,0.8
46bf2512e026549445692674db857ab4,research development,Skill,0.92
46bf2512e026549445692674db857ab4,sales,Skill,0.66
46bf2512e026549445692674db857ab4,marketing,Skill,0.92
46bf2512e026549445692674db857ab4,product development,Skill,0.85
46bf2512e026549445692674db857ab4,innovation,Skill,0.93
46bf2512e026549445692674db857ab4,employees,PersonType,0.7
46bf2512e026549445692674db857ab4,50,Quantity,0.8
46bf2512e026549445692674db857ab4,learn,Skill,0.81
46bf2512e026549445692674db857ab4,www.fortive.com.,URL,0.8
46bf2512e026549445692674db857ab4,fortive corporation,Organization,0.56
46bf2512e026549445692674db857ab4,corporation,Organization,0.5
46bf2512e026549445692674db857ab4,employers,PersonType,0.93
46bf2512e026549445692674db857ab4,applicants,PersonType,0.6
46bf2512e026549445692674db857ab4,age,Quantity,0.8
46bf2512e026549445692674db857ab4,veteran,PersonType,0.67
46bf2512e026549445692674db857ab4,law,Skill,0.53
46bf2512e026549445692674db857ab4,http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf.,URL,0.8
46bf2512e026549445692674db857ab4,1-866-272-5573,PhoneNumber,0.8
46bf2512e026549445692674db857ab4,applyassistance@fortive.com,Email,0.8
16ba71e7e37703865dbfa9b4e265bb38,staff,PersonType,0.7
16ba71e7e37703865dbfa9b4e265bb38,software development,Skill,0.93
16ba71e7e37703865dbfa9b4e265bb38,analytical,Skill,0.59
16ba71e7e37703865dbfa9b4e265bb38,innovative thinking,Skill,0.81
16ba71e7e37703865dbfa9b4e265bb38,concepts,Skill,0.5
16ba71e7e37703865dbfa9b4e265bb38,pilots,PersonType,0.55
16ba71e7e37703865dbfa9b4e265bb38,technologies,Skill,0.56
16ba71e7e37703865dbfa9b4e265bb38,analytics,Skill,0.97
16ba71e7e37703865dbfa9b4e265bb38,limited integration,Skill,0.99
16ba71e7e37703865dbfa9b4e265bb38,predictive analysis,Skill,1.0
16ba71e7e37703865dbfa9b4e265bb38,predictive modeling,Skill,1.0
16ba71e7e37703865dbfa9b4e265bb38,business intelligence visualization,Skill,0.87
16ba71e7e37703865dbfa9b4e265bb38,thought,PersonType,0.83
16ba71e7e37703865dbfa9b4e265bb38,leader,PersonType,0.42
16ba71e7e37703865dbfa9b4e265bb38,practitioner,PersonType,0.8
