,posting_date,description,title,country,employer,industry,id,source,lat,lng,location
319,"Oct 30, 2019","
 you will become a master in data science, statistical modelling & analytics.
 exposure to canadas largest and most successful companies.
 opportunity for aggressive promotion as we build our team.
 work with the smartest team of data scientists in the country.
 contribution to company success is encouraged from day one.
 no politics and we work hard for everyone to succeed.
 highly supportive work culture (learn more at
.
 team builders (e.g. bbqs, board game nights).
 equal opportunity employer.
 develop a complex analytical model to help a national home decor retailer optimize their business operation.
 build an integrated media mix model for a $20 billion international retailer.
 work with a major national retailer to develop a predictive model to measure, monitor and forecast key industry indicators.
 a masters or undergraduate degree with knowledge in data science (mathematics, statistics, engineering, finance, science).
 3+ years of professional experience related to data science, modelling and analytics.
 strong technical skill in data modelling, machine / deep learning models (r, python, power pivot, power bi).
 strong sense of curiosity, with advanced critical thinking and analytical skills.
 passionate about problem-solving and will rise to any challenge.
 track record in doing excellent work in a high pressure and fast paced environment.
 health & dental benefits for spouse and dependents.
 share options at the management level.
 flexible start dates through 2019 and 2020.
 apply with a pdf copy of your resume and undergraduate transcript..
 please name all files ((applicant name)) - ((document)) for example john doe - transcript.pdf..
 your resume should highlight your education, your overall gpa at each academic level, academic scholarships/awards, analytical experience (labeled as analytical experience), and other experience (labeled as other experience)..
 we define analytical experience in its broadest sense (working in a medical lab doing tests, software programming, robotic design, engineering projects, financial modeling, etc.)..",Sr. Data Scientist,Canada,Fusion Analytics,Consulting,4180512881.0,Glassdoor,43.6667,-79.4167,Toronto
321,"Oct 30, 2019","machine learning: tensor flow, databricks, azure ml studio.linguaggi: sql,r, spark, python, sql, matlab, java, .net.data lake: cloudera, ms hdinsight, google cloud storage.streaming data: kafka, ms-streaming analytics, spark streaming.data warehouse: ms-sql dwh, google bigquery, ibm netezza.etl tools: ibm data stage, talend, azure data factory, google dataflow.data visualization: tableau sw, powerbi, google datastudio.piattaforme cloud: ms-azure analytics, google cloud platform for analytics and ml..",Junior Data Scientist - VP 10.19,Italy,Atos Italia S.p.A.,Electrical & Electronic Manufacturing,4195495641.0,Glassdoor,41.8947,12.4839,Rome
325,"Oct 30, 2019","design and development of robust algorithms and techniques using machine learning and one or both of (a) text analytics, natural language processing (nlp) or (b) image processing, computer vision.rapid development and validation of cognitive solutions by using and/or enhancing existing methodologies, frameworks and architecture.development of criteria for testing algorithm and systems cognitive performance objectively from end-user and market perspective. conduct performance evaluation and testing of algorithms and systems on test and real clinical data.work with clinical collaboration and joint development partners to develop cognitive solutions.support collection and annotation of data for algorithm development and evaluation.integration of cognitive systems and components in watson health architecture, including watson health cloud.planning, processing and performing all jobs in an efficient manner with minimum supervision.conduct product development in compliance with watson healths methodology, practices and quality management system..1-3 years experience with solving real-world problems using data analytics, natural language processing (nlp) or image processing, and machine learning,.strong experience in machine learning, including deep learning and statistical models.strong programming skills (java/j2ee, c++, python) and experience with software systems architecture, web services, web applications, and current software development tools, technologies and frameworks.strong publication record in peer-reviewed conferences and journals.demonstrated communication and cross-functional collaboration skills;.phd in text processing / nlp or image processing / computer vision.fluent in english, spoken and written.strong knowledge of either (a) clinical information analytics domain, having applied nlp and machine learning techniques on unstructured data in emrs, or (b) medical imaging domain, having applied computer vision and machine learning techniques on modalities such as x-ray, ct, mr, ultrasound, etc..interest or experience with healthcare information protocols and common interoperability standards, such as ihe, hl7, dicom, xds and ihe, and healthcare systems such as pacs, emr, ehr, his and ris;.phd in text processing / nlp applied to medical reports, or image processing / computer vision applied to medical imaging..","Watson Health Data Scientist, NLP / Image Processing", United Kingdom,IBM,IT Services,4206784892.0,Glassdoor,42.375,-71.1061,"Cambridge, MA"
330,"Oct 30, 2019","contribution to the development roadmap and solving the complex issues of market.supporting and reporting on the data analytics projects and regular contributions to the internal technology forum.concept development of signal processing modules and statistical, machine learning engines.graduated in electrical engineering, computer science, mathematics or energy sciences.3-5 years of professional experience.preferably in the energy environment experiance.tool knowledge: python, r.international, growing and dynamic company.flat hierarchies and short decision paths.innovative working environment, attractive location.data science experience in energy environment: 3 years (preferred).",Senior Data Scientist,Germany,Nexteam,,4195479689.0,Glassdoor,52.5177,13.4055,Berlin
331,"Oct 30, 2019","comfortable with python programming language.in depth understanding various machine learning method (classification, regression, clustering, etc).able to experiment and implement the machine learning model.have experience working on a data science project.good at problem solving and work systematically.self motivated and able to work in a team.great to have: did a complex nlp project or recommendation system project, or have experience in the big data ecosystem.nice to have: understand sql, have used git.private health insurance.thr (13th salary).anniversary join date (14th salary).",Sr. Data Scientist,Indonesia,kumparan,,4113544696.0,Glassdoor,-6.1744,106.8294,Jakarta
332,"Oct 30, 2019","ability to manipulate large data sets using sql and python efficiently..be able to understand problems both from a business and a technical perspective..deliver actionable insights to the various stakeholders in the business using various statistical methodologies (clustering, forecasting, causal inference, machine learning, etc). the team works across all areas including product, marketing, etc..automate processes and analyses using dashboards..collaborate with various stakeholders across the business in order to better understand how the analytics team can provide value to the business..contribute to the development of knowledge within the team. there are many interesting areas to which you will contribute (e.g. manipulation of geospatial data, real-time data, advanced analysis techniques for segmentation/modelling/causal inference, etc).contribute to the improvement of processes within the team..please note that, although this role will focus on data analysis, there will be an opportunity to gain exposure to data engineering. we are a small team that currently takes care of the whole process (etl to analysis)..understand how our overall pipeline works and have a working-level understanding of our various tools for etl..3+ years experience in a similar role, ideally in a data-heavy environment (e.g. tech/online industry, etc).strong technical skills including sql (analytic functions, performance tuning, etc) and python (pandas, seaborn, scikit-learn, etc). the team uses those two languages on a daily basis and you will be expected to be proficient from day one..strong business acumen. beyond being able to manipulate data, you are able to understand whether or not solving a problem can generate value for the business overall..good understanding of statistics. in other words you are comfortable discussing various techniques including statistical testing (both parametric and non parametric), modelling, etc..ability to present complex problems in both simple and technical terms depending on the audience..strong attention to detail and accountability..an inquisitive mind by nature. you always go the extra mile in order to understand why things happen rather than only what happens..a natural desire to change the status quo in order to improve systems and processes. we are always looking to improve..experience with the manipulation and analysis of geospatial data is a plus but not necessary..experience with version control tools (e.g. git) is a plus but not necessary..experience with visualisation tools (e.g. tableau, looker) is a plus but not necessary..first and foremost, we offer a competitive salary;.the wheely culture is one of equity for all, which means that you will be more than just an employee. you will be a co-owner;.monthly credit for journeys with wheely;.private health insurance (incl dental and travel);.professional development, free english classes;.breakfast, fresh fruits and snacks available at the office;.office is located in a beautiful mansion near tsvetnoy boulevard..",Product Data Scientist,Russian Federation,Wheely,,4195768719.0,Glassdoor,55.7522,37.6156,Moscow
333,"Oct 30, 2019","support technical design and deployment of ibp reporting & analytics (for demand/supply planning). supports ibp data science manager & business process managers (bpms) in process design and deployment of ibp reporting & analytics (for demand/supply planning)..support deployment of ibp & demand/supply by supporting senior data scientist / data science manager and users to improve master data (product, customer, region, supply hierarchy, and for critical sites: production data, mrp views) and support automation initiatives such as master data profiles..technically design and deploy end-to-end reporting and analytics processes to optimize key end-to-end kpis being service, cost-to-serve and inventory (incl slobs). thus, support senior data scientist / data science manager in process design and deployment, e.g. in matching demand segmentation (abc-xyz) with supply policies (mto/mts), and setting order quantities/lot sizes to optimize all 3 kpis..to keep data up to date and operate as efficiently as possible, support design and deploy automation of all data management through rules. once there is a solid foundation, explore opportunities to apply machine learning (e.g. in alteryx) and utilize functionality of advanced planning systems (aps)..develops materials to build capability in the supply & demand planning community including trainings and set-up of knowledge management system (kms) for reporting & analytics, as well as master data management for the above mentioned scope..for ibp reporting & analytics, master data, optimization of key end-to-end kpis, automation, kms:.effectively partner within the data science team and with operational users to make data accurate and to make the process to manage data efficient..pmo of technical progress while balancing agile working to deliver rapid prototyping and further incremental development of the technical product, with good communication to sponsors and key stakeholders..conduct data analyses, develop rules & mathematical models to promote efficiency, and translate these into a usable tool/system which supports the process..extract relevant information from available data sources for further analytical processing, e.g. data mining.process, cleanse, and verify the integrity of data used for analysis  interpret results in a business context, discuss with business partners, and incorporate datadriven decision-making in operations validate achieved process performance with meaningful kpis.ideation: identify continuous improvements within current tools/systems and use cases.msc in computer science, data science, mathematics, statistical science, supply chain management, industrial engineering or similar.interest in the supply planning function; demonstrated experience in supply chain projects is a strong nice to have..interest in demand planning process, and link to consequent supply policies (mto/mts, lot sizes, dc network)..interest in making hands-on impact in operations, planning and being exposed to it/erp related projects.interest in obtaining detailed and in-depth understanding of erp system set up, planning & production master data fields, and how these are set up to enable a high performing supply chain process in line with company objectives.interest in end-to-end performance measurement, identification & application of error metrics, root-cause analysis, etc..interest in setting up onboarding and training materials in specialized topics.advanced excel knowledge & basics (programming) knowledge of vba/html /java). ability to quickly learn and master python, r, azure, alteryx, powerbi..interest in advanced planning systems (aps) or demonstrated basic skills set to quickly learn and master aps..","Junior Data scientist / Planning Process Expert, Fulltime",Netherlands,AkzoNobel,Chemical Manufacturing,4155745627.0,Glassdoor,52.2167,4.5333,Sassenheim
338,"Oct 30, 2019","machine learning: deep learning, classification, regression, clustering, text mining. you have an excellent understanding of neural networks, random forests, logistic regression, svm, knn, k-means, lda, etc.programming languages: python, scala is a nice to have.analytics tooling: sql, hive, netezza, cassandra, cognos, matplotlib, or similar.you have more than 3 years of relevant applied experience.msc or ph.d. with excellent academic results in the field of computer science, machine learning, mathematics, statistics, or other quantitative fields.experience in working in an agile/scrum way would be great.analytical and content strength (in ds work field): sees which ds techniques apply to the business problem at hand, able to structure the approach and a good programmer.willingness to learn: open to feedback and development on both technical and interpersonal levels.perseverance: does not give up when a problem is demanding, knows how to deal with setbacks.strong communication skills: written and spoken english needs to be convincing.entrepreneurial skills: takes the responsibility and makes it happen.enthusiasm: has a great level of enthusiasm to inspire others.ambition to become the best data scientist team (in banking),.great salary and other terms,.national or global career possibilities,.great mix in research, strategic, operational & entrepreneurial assignments..",Senior Data Scientist – Machine Learning,Netherlands,ING,,4170026582.0,Glassdoor,52.35,4.9167,Amsterdam
339,"Oct 30, 2019","graduated from university with msc in areas such as informatics, physics, mathematics, quantitative methods and are continuously looking forward to use your knowledge to solve complex business problems..have an unstoppable thirst for knowledge and are comfortable with ongoing skills development whether it comes to learning completely new technology, mastering relevant ml algorithm or deepening your practical knowledge on more traditional tools such as r, python or sas..have experience and/or interest in big data technologies such as hive, spark, nifi, hbase, hdfs, kafka, kudu,.understand that etl is one of the key components of successful delivery in analytics and are capable of working at any step of analytical model development or looking to extend your skills in areas which you are less familiar with..have a very good command of english language (it is nice to have command of additional language, for instance, german)..are a great team player (it is nice to have experience in working in international teams)..technologically and personally developing projects for the largest polish and global enterprises..exposition to latest technologies in the field of data analytics in connection with a global network of analytics professionals..career and competence support, including ongoing mentoring and financing of certificates in different technologies and tools..clearly defined career paths..",Applied Intelligence Big Data Scientist,Poland,Accenture,Consulting,4059062589.0,Glassdoor,52.25,21.0,Warsaw
343,"Oct 30, 2019","lead the process of translating business objectives into problems that can be solved by applying data science..design, optimize, and productize advanced analytics algorithms to address these problems..translate modelling results into actionable business insights using visualization tools (power bi) and other presentation tools..support the data engineering process for cleaning and transforming the incoming data..perform exploratory data analysis, generate and test working hypothesis, and uncover important trends and relationships..provide expertise on mathematical / statistical concepts and inspire adoption of advanced analytics..bachelors degree in applied statistics, applied math, or related quantitative discipline..4+ years of relevant experience..end-to-end experience with a broad set of data modelling technologies and machine learning models to solve specific business problems (forecasting, segmentation, route / assortment optimization, growth opportunities identification)..proven ability to drive business value through optimal solution design and relevant interpretation of the modelling results..experience developing in python / r..experience in sql and ms azure machine learning stack is considered a plus..experience in the fmcg industry is considered a plus..superior critical thinking, analytical and problem-solving skills..willing to work in an agile / scrum framework..",Principal Data Scientist, Bulgaria,The Coca-Cola Company,Food & Beverage Manufacturing,4195826073.0,Glassdoor,42.6833,23.3167,Sofia
347,"Oct 30, 2019","own the data science solution set(s) for various revenue, and user understanding user
.define and own the end-to-end machine learning flow and solution for each problem -from data collection, analysis, understanding, modeling, validation, hyper-parameter tuning, productionizing, performance reporting, model retraining and retuning, continuous improvement, and roadmap building and execution.collaborate with fellow data scientists, business stakeholders, engineers, and product teams to ensure high degree of alignment based on the product roadmap.constantly strive to improve the efficiency of our existing systems while pursuing transformative technologies that impacts jiosaavn's performance, especially as it relates to data science, machine learning, and deep learning.communicate cross-functionally across various teams, organizations and internal and external stakeholders to drive engineering efforts.develop and drive long-term strategies around utilizing internal and external data sources, methods and processes to create quantum improvement.bachelor's degree in a quantitative subject (computer science, engineering, statistics, math, operations research, or physics). masters or phd strongly preferred.5+ years of related industry experience in the data science and/or ai domain(s).3+ years experience in building and deploying ai/ml solutions in a b2c application.intermediate to advanced knowledge of machine learning, predictive modeling, probability theory, statistics, and algorithms.development experience in a programming language, python is strongly preferred. prior experience using ml/dl libraries like scikit-learn, ml lib, keras desired, though not required.expertise in sql and knowledge of cloud data environments e.g. aws or azure.experience with spark, hive, hadoop or other large-scale data frameworks desired, but not required.knowledge of and practical experience with a/b experimentation highly desired.experience developing, building and scaling machine learning models in business applications using large amounts of data.ability to communicate and explain data science concepts to diverse audiences, craft a compelling story.agile development mindset, appreciating the benefit of constant iteration and improvement.experience mentoring and/or leading junior data scientists / ml engineers in a collaborative team setting desired, but not required.superb communication and interpersonal skills.group mediclaim.free healthy (and unhealthy) lunches & snacks.jiosaavn-sponsored team outings.",Senior Data Scientist,India,Saavn,Music Production & Distribution,4205009493.0,Glassdoor,18.9301,72.8301,Mumbai
357,"Oct 30, 2019","understand existing business flow and product features, dive into the underlying data, apply relevant data mining techniques and/or machine learning algorithms and propose data analytic product to improve the product intelligence.implement the applicable machine learning or statistics based algorithm for prediction and optimization and deliver the trained model to production.design, build and support algorithms of data transformation, conversion, computation on hadoop and other distributed big data systems.five or more years of relevant experience.excellent understanding (algorithm level) of machine learning, statistics, and optimization.experience with popular data analysis and machine learning libraries (sklearn, tensorflow, h2o, mllib, etc.).familiar with hadoop ecosystem and good understanding about its key components (hdfs, hive, pig, spark, etc.).hands-on experience on data analysis, machine learning modeling, and data visualization with large scale dataset in hadoop system using hive, spark, mllib, etc..hands-on experience with different database architectures (sql, nosql, hive, hbase, etc.).extensive knowledge of at least one scientific or statistical programming language such as matlab, r or python (must include scipy, numpy, pandas).prior work and/or research demonstrates experience in the following areas: data mining, pattern discovery, anomaly detection, root cause analysis
.experience with different tools in hadoop system (zepplin, jupyter, storm, sqoop, flume, ambari, etc.).proficient in one or two of the languages: java, python, c++, scala in linux/unix.strong verbal and written communication skills.ability to articulate at a system level.desire and ability to work well with others in a team environment..",Sr. Data Scientist, United States,ASML,Computer Hardware & Software,4188512459.0,Glassdoor,37.3394,-121.8939,"San Jose, CA"
359,"Oct 30, 2019",<strong>insights</strong>.<strong>machine learning</strong>.<strong>im crossfunktionalen team</strong>.statistik know-how.,(Senior) Data Scientist / Machine Learning Expert (m/w/d) im Bereich FinTech,Germany,Hypoport,Financial Transaction Processing,4195800539.0,Glassdoor,52.5177,13.4055,Berlin
382,"Oct 30, 2019","design and develop possible solutions with machine learning, ai methods and statistical concepts according to business requirements..implement and validate deep learning models for image recognition solutions..communicate with internal and external clients to understand business needs and provide analytical solutions..present analytics capabilities to clients, discuss potential issues and offer analytics solutions to clients..ability to visualize data results into meaningful workflows including charts and graphs..experienced in design or implementation of analytics solutions for manufacturing companies..experienced in design or implementation of computer vision, image recognition, and machine learning models.familiar with deep learning framework (tensorflow, keras, or pytorch), experienced in fine-tuning deep neural networks will be preferred.familiar with solution development cycle.familiar with technology stack and system architecture of computer vision solutions.master degree or above in computer science, engineering or a related subject.",Senior Data Scientist,"Taiwan, Province of China",IBM,IT Services,4076409632.0,Glassdoor,25.0392,121.525,Taipei
385,"Oct 29, 2019",improve the pos design through statistical data modelling of online and traditional retailers.streamline and improve the quality control process (market qc) before the reports are delivered to clients.work with local and regional quality teams in ensuring proper design and methodology.,Statistical Data Scientist,Indonesia,GfK,Research & Development,4154031673.0,Glassdoor,-6.1744,106.8294,Jakarta
390,"Oct 29, 2019","guiar e inspirar a la organizacin sobre el potencial comercial y la estrategia de la inteligencia artificial (ia) / ciencia de datos.colaborar en toda la empresa para comprender las limitaciones de ti y empresariales..dar prioridad, alcance y gestionar proyectos de ciencia de datos y los correspondientes indicadores clave de rendimiento (kpi) para el xito.generar hiptesis sobre la mecnica subyacente del proceso de negocio..mostrar impulso y curiosidad para comprender el proceso de negocio en su ncleo.colaborar con operaciones de ml (mlops), ingenieros de datos y ti para evaluar e implementar opciones de implementacin de ml.(ayudar para) integrar herramientas de gestin del rendimiento del modelo en la infraestructura empresarial actual.establecer mejores prcticas en torno a la infraestructura de produccin de ml.",SUBGERENTE DATA SCIENTIST,Peru,HIPERMERCADOS TOTTUS,Consulting,4190087953.0,Glassdoor,-12.05,-77.05,Lima
391,"Oct 29, 2019","leading and conducting ambitious projects in the transformation of clients through data.having a contributor role in raising the level of competencies of the data science team.harnessing the expertise from the other divisions (activation, creativity, and strategy) to provide comprehensive services to your clients.developing privileged relationships with our clients, using your technical abilities to assist in the transformation of their marketing department.youll also participate in international projects. business travel is something you enjoy!.managing the resources on your projects to ensure challenges and skills are well match.securing delivery on your projects.communicating the successes of your projects among the company.working closely with your consulting counterpart to build and maintain strong relationships with your clients and best understand their needs.caring for the happiness of the team, ensuring work is delivered to a high standard and providing feedback and mentoring.demonstrating the skill and credibility required to ensure the success of our clients initiatives.researching and developing new technical approaches to address problems efficiently.sharing best practices and contributing to artefacts institutional knowledge.embodying artefacts values and inspiring others to do the same.a masters degree in machine learning, mathematics, computer science, or related fields.2+ years of hands-on experience developing and applying data-driven solutions in a corporate or consulting setting, preferably in a consumer marketing context (experience in the web industry is a plus).strong experience and knowledge of data processing, data modeling, algorithms, and data architecture.experience leading a technical project in a business context.intellectual curiosity and excellent problem-solving skills, including the ability to structure and prioritise an approach for maximum impact.<strong>a mentor:</strong>.<strong>artefact is the place to be:</strong>.<strong>progress:</strong>.<strong>culture:</strong>.<strong>entrepreneurship:</strong>.",Senior Data Scientist (m/f/d),United Arab Emirates,Artefact,Consulting,4195872728.0,Glassdoor,25.2522,55.28,Dubai
392,"Oct 29, 2019","requires cross functional collaborations working with a diverse team of clinical subject matter experts, pathologists, data- and imaging scientists, statisticians, regulatory & quality experts, and it staff.focuses on supporting the development and validation of integrated algorithms products based on digital pathology, including scouting, acquiring and leading the integration of the pathology image asset..will utilize and build on your experience in hands-on data- and image management, organisational skills, structuring statement of work, interacting with supporting specialists such as contracting, legal, other data scientists..this position reports into the phc digital pathology product r&d lead..proposes and leads a network of external data sources supporting the technical product development development pipeline. responsible for aligning with other phc stakeholders involved in data access..contributes to feasibility assessment and proposes strategies for data structure & access for the development of imaging algorithms dedicated to clinical decision support, including multimodal approaches..leads the design and implementation of automation in the imaging pipeline for quality ..phd and multiple years of practical experience in life science, biomarker development, pharma or diagnostic product development..3+ years in project leadership positions in r&d pharma or diagnostics, including a solid experience in matrix leadership..strong knowledge in leading digital pathology biomarker development and clinical implementation..familiar with data science, clinical and drug development biomarker validation..track record of successful project leadership in application development..strong collaborative skills, ability to drive complex multidisciplinary projects..fluent in english..",Data Science Digital Pathology Data Sourcing & Integration Scientist, Switzerland,Roche,Biotech & Pharmaceuticals,4194610223.0,Glassdoor,47.5667,7.6,Basel
395,"Oct 29, 2019","leading and conducting ambitious projects in the transformation of clients through data.having a contributor role in raising the level of competencies of the data science team.harnessing the expertise from the other divisions (activation, creativity, and strategy) to provide comprehensive services to your clients.developing privileged relationships with our clients, using your technical abilities to assist in the transformation of their marketing department.youll also participate in international projects. business travel is something you enjoy!.managing the resources on your projects to ensure challenges and skills are well match.securing delivery on your projects.communicating the successes of your projects among the company.working closely with your consulting counterpart to build and maintain strong relationships with your clients and best understand their needs.caring for the happiness of the team, ensuring work is delivered to a high standard and providing feedback and mentoring.demonstrating the skill and credibility required to ensure the success of our clients initiatives.researching and developing new technical approaches to address problems efficiently.sharing best practices and contributing to artefacts institutional knowledge.embodying artefacts values and inspiring others to do the same.a masters degree in machine learning, mathematics, computer science, or related fields.2+ years of hands-on experience developing and applying data-driven solutions in a corporate or consulting setting, preferably in a consumer marketing context (experience in the web industry is a plus).strong experience and knowledge of data processing, data modeling, algorithms, and data architecture.experience leading a technical project in a business context.intellectual curiosity and excellent problem-solving skills, including the ability to structure and prioritise an approach for maximum impact.<strong>a mentor:</strong>.<strong>artefact is the place to be:</strong>.<strong>progress:</strong>.<strong>culture:</strong>.<strong>entrepreneurship:</strong>.",Senior Data Scientist (m/f/d),Brazil,Artefact,Consulting,4195872743.0,Glassdoor,-23.5333,-46.6167,São Paulo
404,"Oct 29, 2019","feature engineering,.",STAGE - Consultant Data Scientist, France,Groupe AVISIA,Consulting,4193714054.0,Glassdoor,44.8333,-0.5667,Bordeaux
405,"Oct 29, 2019","significant experience of data science experience and machine learning is essential.expertise in selecting and applying ai and ml methods such as neural networks, support vector machines.experience with programming in r, matlab, and/or python, ideally for ml and ai algorithms.knowledge of database systems (sql, no sql).knowledge of most common cloud-based machine learning engines.solid understanding of business and pricing strategy - desirable.strong analytical experience including concepts, statistics..able to grasp and understand analytics.experience of developing analytical models is essential.be a clear strategic thinker, with the ability to translate vision into tangible business benefit.extremely articulate  able to take complex ideas and make them simple and compelling, with the use of visualisations and examples in communication.be personable and approachable  being able to communicate at all levels as well as being a team player with a strong cultural fit.strategy (growth and competition strategies, new business models, product and market entry strategies, etc.).marketing (marketing strategies and efficiency programs, meaningful segmentation, organization and operations, loyalty marketing, etc.).pricing (avoiding price wars, innovation pricing, effective price execution, discount systems, global
.sales (sales force effectiveness, channel management, sales organization/strategy, key
.",Senior Data Scientist/Data Science Manager,United Kingdom,Simon-Kucher & Partners,Consulting,4093206141.0,Glassdoor,51.5,-0.1167,"London, England"
407,"Oct 29, 2019",<strong>mentoring und coaching</strong>.,Young Professional Data Scientist Prognoseverfahren (m/w/d),Germany,Talentschmiede,IT Services,4209819756.0,Glassdoor,50.9381,6.9571,Cologne
420,"Oct 29, 2019","building machine learning solutions to allow game developers to offer personalized experiences to players..you will work with the world's number one content creation platform to drive solving different types of goal oriented optimization challenges..you will become a domain expert implementing cutting edge solutions to make personalized decision.help drive the execution of the team by building technical expertise and implement machine learning algorithms and model training processes to solve business problems.capability to convey ideas, lead execution and guide more junior members to firm data science and machine learning implementation.solid understanding and experience of machine learning concepts, scientific thinking and programming.capability to participate in defining a practical problem and translating it to a machine learning problem and a solution.you have experience in implementing varied data and machine learning based online decision-making systems on a large scale - including experience of relevant frameworks and deep learning and reinforcement learning.experience in the gaming industry, especially mobile f2p world.phd on math, physics, computer science or equivalent degree.","Senior Data Scientist, GameTune",Finland,Unity Technologies,Computer Hardware & Software,4198136676.0,Glassdoor,60.1756,24.9342,Helsinki
421,"Oct 29, 2019","a software engineer, data scientist, or applied researcher with experience with ai or machine learning methods and possesses a solid understanding of applied machine learning..worked with probabilistic approaches to machine learning and inference as well as other general approaches such as random forests, svms, etc..understands the limitations of each machine learning approach and employs a right tool for the right job approach, as opposed to a one-size-fits-all view of machine learning / ai..comfortable working with semi-structured data, object-oriented programming as well as unit-testing and other software engineering practices..organised and pro-active team player, with strong attention to detail..combines a can do approach with solid problem-solving skills and pragmatism..focused on delivery, with a passion for quality, learning and innovation..a person that listens to colleagues and acknowledges their contributions regardless of their academic background..someone who will contribute to ongoing organisational improvements..",Product Data Scientist - Healthcheck,United Kingdom,Babylon Health,Internet,4194192730.0,Glassdoor,51.5,-0.1167,"London, England"
428,"Oct 29, 2019","research, design, implementation and optimization of state of the art cv/ml algorithms for our existing and upcoming products.implement computer vision techniques for object classification, labelling, and prediction.share knowledge and mentor a smaller team located across two or more locations.you will be working with a growing team of talented data scientists already dedicated to this mission.support sportradar's future computer vision and machine learning initiatives..at least 4 years of experience with machine learning; of which some hands on experience with deep learning and its applications to computer vision (e.g. classification, object detection, recognition, segmentation).1+ year experience in developing or using deep learning frameworks (eg, tensorflow, caffe, pytorch, keras).experience with setting up production deployment pipeline for cv/ml models.comfortable with common data science toolkits (python, r).must be comfortable with modern software development methodologies such as agile development, git, code review, etc..c++, spark and gpu programming is a plus.fluent in english.autonomous and rigorous, and a team player..competitive salary based on your experience.high degree of autonomy.working with international colleagues (main language in the office is english).sportradar handles and provides sports data worldwide (video, data) in real-time: many opportunities to push forward innovative projects.",Senior Computer Vision Data Scientist/Engineer, Austria,The Sportsman Media Holding,,3984963662.0,Glassdoor,48.2,16.3667,Vienna
431,"Oct 29, 2019","leading and conducting ambitious projects in the transformation of clients through data.having a contributor role in raising the level of competencies of the data science team.harnessing the expertise from the other divisions (activation, creativity, and strategy) to provide comprehensive services to your clients.developing privileged relationships with our clients, using your technical abilities to assist in the transformation of their marketing department.youll also participate in international projects. business travel is something you enjoy!.managing the resources on your projects to ensure challenges and skills are well match.securing delivery on your projects.communicating the successes of your projects among the company.working closely with your consulting counterpart to build and maintain strong relationships with your clients and best understand their needs.caring for the happiness of the team, ensuring work is delivered to a high standard and providing feedback and mentoring.demonstrating the skill and credibility required to ensure the success of our clients initiatives.researching and developing new technical approaches to address problems efficiently.sharing best practices and contributing to artefacts institutional knowledge.embodying artefacts values and inspiring others to do the same.a masters degree in machine learning, mathematics, computer science, or related fields.2+ years of hands-on experience developing and applying data-driven solutions in a corporate or consulting setting, preferably in a consumer marketing context (experience in the web industry is a plus).strong experience and knowledge of data processing, data modeling, algorithms, and data architecture.experience leading a technical project in a business context.intellectual curiosity and excellent problem-solving skills, including the ability to structure and prioritise an approach for maximum impact.<strong>a mentor:</strong>.<strong>artefact is the place to be:</strong>.<strong>progress:</strong>.<strong>culture:</strong>.<strong>entrepreneurship:</strong>.",Senior Data Scientist (m/f/d),Singapore,Artefact,Consulting,4170370650.0,Glassdoor,1.2931,103.8558,Singapore
438,"Oct 29, 2019","interact with business stakeholders to understand their challenges, develop hypotheses and prototype solutions to real world problems using innovative nlp and machine learning techniques..design, implement and validate developed algorithms..applicant should be able to quickly spot errors, remove obstacles, and provide guidance when research progress slows..demonstrating successful mentorship of junior team members and delegation of tasks to other team members to further plan execution, as appropriate..collaborate with engineering and technology teams to move your solutions into production..phd or masters in a data-heavy technical field, such as computational linguistics, computer science, engineering, statistics, mathematics, or other data-heavy discipline such as physics or chemistry or quantitative social science..3+ years of relevant experience in building machine learning models and/or systems..proficient programming skills in a high-level language (e.g. java, scala, python, c/c++, perl, matlab, r)..project-based experience with some of the following tools:

.applied machine learning (e.g. libsvm, shogun, scikit-learn or similar).natural language processing (e.g., cleartk, scalanlp/breeze, clearnlp, opennlp, nltk, or similar).statistical data analysis and experimental design (e.g., using r, matlab, ipython, etc.).information retrieval and search engines, e.g. solr/lucene.distributed computing platforms, such as hadoop (hive, hbase, pig), spark, graphlab.databases (traditional and nosql)..ability to translate the latest technical papers into implementations addressing our use cases..experience with statistical data analysis, experimental design, and hypotheses validation..must be a self-motivated, lifelong learner, who is passionate about turning new ideas into solutions for clients..excellent oral and written communication skills..",Senior Data Scientist - Natural Language Processing,Canada,Thomson Reuters,Enterprise Software & Network Solutions,4153603991.0,Glassdoor,43.6667,-79.4167,Toronto
