,id,skill,type
1,4146548871.0,engineering computer scienceb2b retail industry experience expert proficiency,
2,4146548871.0,original statistical econometric models,
3,4146548871.0,clients,
4,4146548871.0,b2b retail cpg areas expert proficiency,
5,4146548871.0,models,
6,4146548871.0,1,
7,4146548871.0,python r working knowledge cc sql,
8,4146548871.0,innovation changeholding others,
0,4114711647.0,rapids,
1,4114711647.0,major mldl competitions,
2,4114711647.0,findings improvements,
3,4114711647.0,articles postsdeveloping libraries algorithms,
4,4114711647.0,rapids ecosystem,
5,4114711647.0,training,
6,4114711647.0,new deep learning architectures,
7,4114711647.0,graph tabular data problems variety problem domains,
8,4114711647.0,algorithms,
9,4114711647.0,better traditional non-dl,
10,4114711647.0,methods,
11,4114711647.0,tabular deep learning gpu,
12,4114711647.0,nvidias engineering teams,
13,4114711647.0,feedback,
14,4114711647.0,gpu performance,
15,4114711647.0,top latest algorithms model architectures,
16,4114711647.0,dl ai researchers,
17,4114711647.0,universities,
18,4114711647.0,industrial research labs,
19,4114711647.0,prowess ml public competitions,
20,4114711647.0,kaggle grandmaster top,
21,4114711647.0,worldwide competitions,
22,4114711647.0,etcan ability share,
23,4114711647.0,ideas,
24,4114711647.0,posts,
25,4114711647.0,kernels github etc,
26,4114711647.0,5 years,
27,4114711647.0,optimization machine,
28,4114711647.0,computational statistics knowledge,
29,4114711647.0,several years,
30,4114711647.0,applicable competition,
31,4114711647.0,research experience,
32,4114711647.0,strong python programming skills,
33,4114711647.0,python deep learning ecosystem pytorch tensorflow mxnet etc training,
34,4114711647.0,production,
35,4114711647.0,previous experience,
36,4114711647.0,sparse tabular data track record,
37,4114711647.0,research excellence significant product development,
38,4114711647.0,strong communication interpersonal skills,
39,4114711647.0,ability work,
40,4114711647.0,dynamic product,
41,4114711647.0,global team history,
42,4114711647.0,junior engineers interns,
0,4172525908.0,minimum 3 years,
1,4172525908.0,higher education,
2,4172525908.0,mathematics statistics econometrics,
3,4172525908.0,similar andor equivalent relevant experience,
4,4172525908.0,data science,
5,4172525908.0,additional education,
6,4172525908.0,5 years,
7,4172525908.0,experience experience passion forecast optimization simulation methods,
8,4172525908.0,regression neural network monte-carlo simulation support vector machines,
9,4172525908.0,etc experience,
10,4172525908.0,statistical analysis data mining data analysis model selection,
11,4172525908.0,practical relevance,
12,4172525908.0,good knowledge agile methodologies,
13,4172525908.0,scrum kanban lean development willingness,
14,4172525908.0,challenges,
15,4172525908.0,new technologies,
16,4172525908.0,excellent english language skills,
17,4172525908.0,written,
18,4172525908.0,oral essential position,
19,4172525908.0,high level access,
0,4187686573.0,statistical models,
1,4187686573.0,business value acquisition product management crm trading,
2,4187686573.0,responsible gambling finance vip management,
3,4187686573.0,statistical approaches,
4,4187686573.0,predictive value,
5,4187686573.0,large internal transactional datasets,
6,4187686573.0,external data sources,
7,4187686573.0,overall customer behavioural profile,
8,4187686573.0,organisational capability,
9,4187686573.0,next best action,
10,4187686573.0,clustering algorithms,
11,4187686573.0,customer behavioural segmentation,
12,4187686573.0,business stakeholders,
13,4187686573.0,key opportunities,
14,4187686573.0,predictive analytics optimisation,
15,4187686573.0,model characteristics,
16,4187686573.0,business stakeholders,
17,4187686573.0,technical details,
18,4187686573.0,commercial implications,
19,4187686573.0,analytical projects,
20,4187686573.0,delivery,
21,4187686573.0,organisation advocate predictive analytics,
22,4187686573.0,operational business processes,
23,4187686573.0,masters phd computer science physics statistics,
24,4187686573.0,mathematics quantitative disciplines,
25,4187686573.0,3 years,
26,4187686573.0,industry experience,
27,4187686573.0,data mining machine,
28,4187686573.0,statistical analysis,
29,4187686573.0,3 years,
30,4187686573.0,predictive models hands,
31,4187686573.0,experience,
32,4187686573.0,data manipulation modelling,
33,4187686573.0,sql python r data analysis statistical packages,
34,4187686573.0,deep understanding machine,
35,4187686573.0,statistics,
36,4187686573.0,strong sql abilities,
37,4187686573.0,problem,
0,4207637924.0,expertise quantitative methods data mining data visualization,
1,4207637924.0,insights,
2,4207637924.0,public blockchain,
3,4207637924.0,productbusiness strategy,
4,4207637924.0,charts page https wwwblockchaincomcharts https wwwblockchaincomcharts,
5,4207637924.0,new aggregated views tables,
6,4207637924.0,internal data lake simplify data querying,
7,4207637924.0,data infrastructureidentify,
8,4207637924.0,new metrics,
9,4207637924.0,blockchain data,
10,4207637924.0,different aspects business,
11,4207637924.0,dashboards,
12,4207637924.0,metrics,
13,4207637924.0,kpisassist compliance finance teams,
14,4207637924.0,on-chain transaction monitoringresearch design market indicators,
15,4207637924.0,blockchain datacreate,
16,4207637924.0,new ways,
17,4207637924.0,customers,
18,4207637924.0,internal teams,
19,4207637924.0,blockchain data intuitive informative wayresearch design deploy,
20,4207637924.0,predictive descriptive statistical machine,
21,4207637924.0,models,
22,4207637924.0,deeper understanding,
23,4207637924.0,blockchain eg models classifyingclustering entities,
24,4207637924.0,different types transactions,
25,4207637924.0,master degree,
26,4207637924.0,subjects mathematics computer science physics engineering economics experience,
27,4207637924.0,blockchain data knowledge main cryptocurrencies workexperience programming python knowledge pydata stack eg pandas,
28,4207637924.0,scipy matplotlib scikit-learn data sciencemachine learningunderstanding fundamentals probability statisticsexperience machine,
29,4207637924.0,algorithms,
30,4207637924.0,linear regression logistic regression,
31,4207637924.0,random forest k-means etc,
32,4207637924.0,commercial mind ability,
33,4207637924.0,numbers,
34,4207637924.0,business perspectivephd,
35,4207637924.0,subjects,
36,4207637924.0,mathematics computer science physics engineering economics,
37,4207637924.0,relevant fieldscommercial experience,
38,4207637924.0,roleexperience graph theory algorithmsexperience,
39,4207637924.0,big data technologies,
40,4207637924.0,unstructured dataexperience programming,
41,4207637924.0,accessible office locations,
42,4207637924.0,heart london san,
43,4207637924.0,vacation policy,
44,4207637924.0,time,
45,4207637924.0,team lunch,
46,4207637924.0,every monday wednesday friday,
47,4207637924.0,full-time salary,
48,4207637924.0,experience,
49,4207637924.0,meaningful equity industry-leading companylondon benefits,
50,4207637924.0,private medical insurance bupa dental pension life,
51,4207637924.0,term long term disability san francisco benefits,
52,4207637924.0,vision 401k flexible spending,
53,4207637924.0,life,
0,4187281408.0,mentor lead group amazing data scientists,
1,4187281408.0,multiple games,
2,4187281408.0,team chemistry motivation,
3,4187281408.0,team members,
4,4187281408.0,soft,
5,4187281408.0,closely product teams data scientists,
6,4187281408.0,various data science solutions,
7,4187281408.0,data pipelines,
8,4187281408.0,integral part production cycleplay terabytes data,
9,4187281408.0,games order,
10,4187281408.0,meaningful input product teamsbuild,
11,4187281408.0,descriptive predictive models,
12,4187281408.0,knowledge understanding players,
13,4187281408.0,robust tools technology,
14,4187281408.0,pragmatic person roombsc related field msc phd,
15,4187281408.0,6 years,
16,4187281408.0,data-driven environment,
17,4187281408.0,gaming e-commerceproven track record,
18,4187281408.0,analytics,
19,4187281408.0,large amounts data,
20,4187281408.0,significant business impactknowledge predictive modeling machine,
21,4187281408.0,statisticsexpert knowledge languages,
22,4187281408.0,analytics r matlab python strong ability,
23,4187281408.0,business unitsfunctionsbonus points,
24,4187281408.0,robust statistical significance,
25,4187281408.0,ab testing,
26,4187281408.0,large datasets,
27,4187281408.0,big data systems sql hadoop apache spark etc passionate developing top talentfast lifelong learneramazing english communication skillscompetitive compensation perks benefits,
28,4187281408.0,unlimited vacation days,
29,4187281408.0,best-in-class learning development opportunities,
30,4187281408.0,premium private medical insurance family members,
31,4187281408.0,breakfast lunch snacks,
32,4187281408.0,beveragesstate-of-the-art workspacehigh level creative freedom,
33,4187281408.0,nt waste time endless meetings,
34,4187281408.0,several levels,
35,4187281408.0,approvalschance work team,
36,4187281408.0,engineers,
37,4187281408.0,170 employees,
38,4187281408.0,22 countriesaccess,
39,4187281408.0,latest tools technology,
40,4187281408.0,chance,
41,4187281408.0,world-class development teambe part,
42,4187281408.0,belgrade leading tech business hub southeastern europe,
43,4187281408.0,community,
44,4187281408.0,gaming ecosystem empower,
45,4187281408.0,talentbelgrade awesome,
46,4187281408.0,2018 must-see city new york times,
47,4187281408.0,everyone nightlife,
48,4187281408.0,unique music venues,
49,4187281408.0,design-centric neighborhoods galleries,
50,4187281408.0,sports,
51,4187281408.0,international cuisine name life belgrade,
52,4187281408.0,families,
0,4187327700.0,masters data science economics,
1,4187327700.0,engineering statistics,
2,4187327700.0,computer science mathematics businessanalytical discipline,
3,4187327700.0,5 years,
4,4187327700.0,relevant work,
5,4187327700.0,business analystdata analyststatistical analysis role data modelling definition algorithms,
6,4187327700.0,software scripts andor,
7,4187327700.0,techniques,
8,4187327700.0,python r machine,
9,4187327700.0,regression linear programming design experiments,
10,4187327700.0,microsoft office skills,
11,4187327700.0,analytical programs familiarity bi tools quicksight tableau demonstrable experience,
12,4187327700.0,dimensional modelling data warehouse,
13,4187327700.0,demonstrable knowledge statistical methodologies,
14,4187327700.0,algorithmic design experience,
15,4187327700.0,datasets,
16,4187327700.0,geospatial information postcodes,
0,4064130828.0,msc phd relevant technical fieldthose,
1,4064130828.0,experience,
2,4064130828.0,applycandidates experience,
3,4064130828.0,senior rolesstrong passion empirical research,
4,4064130828.0,extensive experience,
5,4064130828.0,analytical problems,
6,4064130828.0,quantitative approachesstrong analytical communication presentation skills,
7,4064130828.0,complex quantitative analysis,
8,4064130828.0,precise actionable mannerkeen sense value data,
9,4064130828.0,business objectivesstrong knowledge statistical modelling machine,
10,4064130828.0,algorithmsgood knowledge data visualisation tools,
11,4064130828.0,tableau data analysisprocessing tools,
12,4064130828.0,r pythonfamiliarity data management relational databases,
13,4064130828.0,large real-time datasets,
14,4064130828.0,platformsexperience,
15,4064130828.0,computing tools plus,
0,4196286133.0,grand rounds team san francisco setup dev environment,
1,4196286133.0,access data systems,
2,4196286133.0,familiar tech stacklearn on-going initiatives,
3,4196286133.0,data scientists,
4,4196286133.0,product managers,
5,4196286133.0,time members analytics,
6,4196286133.0,medical patient care teams,
7,4196286133.0,teams,
8,4196286133.0,familiar data landscape,
9,4196286133.0,ground,
10,4196286133.0,primary projectaccelerate on-going development efforts,
11,4196286133.0,physician quality expertise modelsmaster ins outs claims data icds cpts,
12,4196286133.0,thatcollaborate engineers,
13,4196286133.0,claims,
14,4196286133.0,infrastructurecollaborate engineers,
15,4196286133.0,processpipeline model updates,
16,4196286133.0,data production systemsintegrate,
17,4196286133.0,long-term multi-data-scientist ventures,
18,4196286133.0,one several short-term individual projectsdevelop,
19,4196286133.0,internal tools,
20,4196286133.0,useful data scientists,
21,4196286133.0,andor,
22,4196286133.0,time staff physicians,
23,4196286133.0,medical domain experts,
24,4196286133.0,world healthcaredevelop,
25,4196286133.0,immediate business objectives,
26,4196286133.0,term company aspirations,
27,4196286133.0,intuition,
28,4196286133.0,prioritization trade-offs short-term deliverables,
29,4196286133.0,longer term r effortsdevelop,
30,4196286133.0,creative solutions,
31,4196286133.0,diverse problems,
32,4196286133.0,engineering challenges,
33,4196286133.0,unstructured data,
34,4196286133.0,ontology development machine,
35,4196286133.0,applicationslead,
36,4196286133.0,major projects,
37,4196286133.0,end-to-end,
38,4196286133.0,design technical implementation,
39,4196286133.0,roll-out product engineering testing,
40,4196286133.0,level sophistication statistics machine,
41,4196286133.0,computer science publication,
42,4196286133.0,requests,
43,4196286133.0,code reviews,
44,4196286133.0,excellent peer reviews projects,
45,4196286133.0,product engineeringevaluate experiment,
46,4196286133.0,new technologies tools,
47,4196286133.0,prior,
48,4196286133.0,wider adoption teamwork,
49,4196286133.0,data scientists,
50,4196286133.0,product managers,
51,4196286133.0,engineersexcellent verbal communications,
52,4196286133.0,ability,
53,4196286133.0,complex concepts,
54,4196286133.0,technical non-technical collaboratorsbs,
55,4196286133.0,8 years,
56,4196286133.0,ms,
57,4196286133.0,6 years,
58,4196286133.0,phd,
59,4196286133.0,3 years,
60,4196286133.0,degree technical discipline computer science engineering statistics physics math quantitative social sciencework experience engineer,
61,4196286133.0,desiredexperience sql relational databases,
62,4196286133.0,big data hadoop ecosystem hive spark presto vertica greenplum,
63,4196286133.0,sql python r linux shell scripting,
64,4196286133.0,desired scala java rubyexperience machine,
65,4196286133.0,computational statistics packages,
66,4196286133.0,sci-kit,
67,4196286133.0,nltk statsmodels networkx gephi arules glmnet bigrf caret igraph mllib graphx madlib weka etc experience visualization tools,
68,4196286133.0,seaborn d3 plotly bokeh ggplot2 rcharts networkd3 shiny tableau cartodb etc,
69,4196286133.0,frequent user cloud computing platforms,
70,4196286133.0,amazon web services,
71,4196286133.0,microsoft azure google cloud platformbonus points experience web application frameworks,
72,4196286133.0,shiny flask tkinter ruby rails,
73,4196286133.0,pyramid django etc double bonus points,
74,4196286133.0,previous work,
75,4196286133.0,medical applications,
0,4198074574.0,hohe expertise,
0,4187801235.0,data quality checks,
1,4187801235.0,exploratory analyses,
2,4187801235.0,code automated data extraction,
3,4187801235.0,validate findings business stakeholders,
4,4187801235.0,results modeling,
0,4033689015.0,competitive financial rewards,
1,4033689015.0,performance,
2,4033689015.0,collegial working environmentopportunity promotion vice president,
3,4033689015.0,2,
4,4033689015.0,4,
5,4033689015.0,investment expertsphd ms degree leading university bs degree top university,
6,4033689015.0,universities,
7,4033689015.0,world,
8,4033689015.0,highly analytical field electrical engineering physics computer science mathematics,
9,4033689015.0,financial engineering related field,
10,4033689015.0,highly analytical quantitativehave research scientist mindset ie,
11,4033689015.0,deep thinker creative,
12,4033689015.0,smart self-starter etc competent programming language c,
13,4033689015.0,good english language skillshave,
14,4033689015.0,strong interest,
15,4033689015.0,worldwide financial marketspossess,
16,4033689015.0,drive,
0,4172695683.0,masters degree ai software engineering computer science,
1,4172695683.0,relevant fieldin depth knowledge nlp information retrieval machine learningin,
2,4172695683.0,depth knowledge sota deep learning nlp models,
3,4172695683.0,natural language processing models,
4,4172695683.0,industrial setting,
5,4172695683.0,big plusexperience least one nlp framework opennmt allennlp opennlp nltk stanford corenlp spacy,
6,4172695683.0,similar experience least one modern language python javaphd degree ai software engineering computer science,
7,4172695683.0,relevant fieldyou experience,
8,4172695683.0,junior data scientists least 4 years,
9,4172695683.0,data scientisthaving,
10,4172695683.0,track record,
11,4172695683.0,academic papersexperience elastic search,
12,4172695683.0,rank,
13,4172695683.0,plusfluent english verbal,
14,4172695683.0,dutchgood communication skills ability travel sites,
15,4172695683.0,local teams,
16,4172695683.0,future potential,
17,4172695683.0,scale growcompetitive salary benefits,
18,4172695683.0,entrepreneurial research environment ambitious vision,
19,4172695683.0,fun,
20,4172695683.0,international team,
21,4172695683.0,skilled peoplea,
22,4172695683.0,job,
0,4068100982.0,care,
1,4068100982.0,process perseverance tenacity,
2,4068100982.0,really difficult problems,
3,4068100982.0,technology boxes,
4,4068100982.0,unique problems,
5,4068100982.0,financial payments,
6,4068100982.0,people,
7,4068100982.0,human levelresearch,
8,4068100982.0,various machine learning,
9,4068100982.0,algorithms,
10,4068100982.0,predictive models,
11,4068100982.0,risk loss,
12,4068100982.0,fraudoptimize riskfraud models,
13,4068100982.0,new features,
14,4068100982.0,engineering,
15,4068100982.0,algorithms,
16,4068100982.0,parametersmake,
17,4068100982.0,data-driven decisions,
18,4068100982.0,experiments,
19,4068100982.0,changeswork,
20,4068100982.0,risk teams,
21,4068100982.0,ideas,
22,4068100982.0,ad-hoc riskfraud analyticscreate,
23,4068100982.0,systems,
24,4068100982.0,quality riskfraud modelsapply statistical concepts,
25,4068100982.0,statistical significance etc model explanation,
26,4068100982.0,decision makingdeep,
27,4068100982.0,machine,
28,4068100982.0,statisticsstrong product sense,
29,4068100982.0,analytical thinkingstrong sql abilities experiencestrong problem,
30,4068100982.0,critical thinking skillshands experience data manipulation modeling,
31,4068100982.0,tools,
32,4068100982.0,sql python spark data analysis packages,
33,4068100982.0,3 years,
34,4068100982.0,industry experience data mining machine,
35,4068100982.0,statistical analysis modelinga ms phd computer science physics statistics,
36,4068100982.0,mathematics quantitative disciplinesexperience,
37,4068100982.0,predictive models,
38,4068100982.0,data production plusfamiliarity optimization plusexperience risk fintech domain,
0,4188868582.0,3 years,
1,4188868582.0,industry research experience,
2,4188868582.0,mscphd degree,
3,4188868582.0,fields computer science l maths l natural sciences,
4,4188868582.0,bioinformatics physics chemistry,
5,4188868582.0,extensive knowledge hands-on experience ml dl ai architectures,
6,4188868582.0,cnn lstm ae transfer,
7,4188868582.0,deep learning frameworks tensorflow pytorch experience,
8,4188868582.0,shipping,
9,4188868582.0,data science productsbe,
10,4188868582.0,project scoping operationspossess,
11,4188868582.0,excellent communication interpersonal skillshave,
12,4188868582.0,outstanding excitement curiosity,
13,4188868582.0,-evolving mlai fieldexperience genomic data scienceexperience,
14,4188868582.0,big data stack,
15,4188868582.0,dask knowledge r processes,
16,4188868582.0,analyticsbasic devops knowledge aws,
17,4188868582.0,unix environment bash docker git interest data visualization development python,
18,4188868582.0,jsreact,
0,4187234649.0,deploy lead work,
1,4187234649.0,lead,
2,4187234649.0,research data scientist teamsclient commercial teamsglobal capability teamsdata science engineering teams,
3,4187234649.0,senior retailcustomer packaged goods analysts insights,
4,4187234649.0,experience,
5,4187234649.0,analytical technologydesk researchprototypingquality assurance programming python insight storytellingclient relationship masters degree equivalent computer science artificial intelligence programming experience experience,
0,4209566422.0,experiments,
1,4209566422.0,assumptions,
2,4209566422.0,usability datavalidating production dataintegrating ml models,
3,4209566422.0,existing softwareyou,
4,4209566422.0,projects,
5,4209566422.0,onflexible environment wfh options,
6,4209566422.0,flexible start timeswork projects,
7,4209566422.0,clients,
8,4209566422.0,best consultants,
9,4209566422.0,bright offices,
10,4209566422.0,section drinks,
0,4206831393.0,prepared work,
1,4206831393.0,agile set-up,
2,4206831393.0,results,
3,4206831393.0,approach,
4,4206831393.0,graduate bachelors,
5,4206831393.0,1st year masters program,
6,4206831393.0,university ability work ibm office,
7,4206831393.0,20 hours,
8,4206831393.0,week,
9,4206831393.0,thorough analytical skills capability,
10,4206831393.0,logic,
11,4206831393.0,problems ability,
12,4206831393.0,team environmentgood communication interpersonal skillslanguages skills,
13,4206831393.0,russian english- intermediate leveltechnical educationmathematical basic knowledge python node jsreact database knowledge,
14,4206831393.0,big data,
0,4039983856.0,innovative data solutions,
1,4039983856.0,functional businesses trading,
2,4039983856.0,marketing operation supply chain etc,
3,4039983856.0,problems,
4,4039983856.0,customer segmentation customer engagement inventory,
5,4039983856.0,closely engineering team,
6,4039983856.0,solutions algorithms,
7,4039983856.0,production systemsgather structure process,
8,4039983856.0,raw data,
9,4039983856.0,multiple sources scalework,
10,4039983856.0,computing tools hdfs mapreduce hive hbase sqoop etc,
11,4039983856.0,predictive analytics machine,
12,4039983856.0,toolssupport business decisions,
13,4039983856.0,ad hoc analysis neededmasters degreephd quantitative discipline computer engineeringscience statistics machine,
14,4039983856.0,math equivalent work experiencecreative problem solver,
15,4039983856.0,things,
16,4039983856.0,hadoop mapreduce hive hbase,
17,4039983856.0,big data technologiesexperience,
18,4039983856.0,large structured unstructured data,
19,4039983856.0,multiple resourcesstrong passion,
20,4039983856.0,empirical research data,
21,4039983856.0,decisionsdeep knowledge data,
22,4039983856.0,machine learningstrong knowledge experience,
23,4039983856.0,programming,
0,3824449875.0,proven ability,
1,3824449875.0,successful marketing growth data science projectsknowledgeable,
2,3824449875.0,specific area recommendation systems,
3,3824449875.0,omni-channel optimisation b2c,
4,3824449875.0,machine,
5,3824449875.0,techniques model customer behaviour preferencesexperience,
6,3824449875.0,digital marketing customer growth problemsa passion,
7,3824449875.0,forefront new cutting-edge data science capabilities,
8,3824449875.0,opportunities,
9,3824449875.0,benefit peak customers,
10,3824449875.0,customers,
11,3824449875.0,insights,
12,3824449875.0,data,
13,3824449875.0,equivalent computer science mathematics statistics,
14,3824449875.0,operational research neuroscience physics engineering numerate subject dissertation,
15,3824449875.0,acceptable masters phd subjects,
16,3824449875.0,great essential,
17,3824449875.0,varied data sets,
18,3824449875.0,structured,
19,3824449875.0,two experience,
20,3824449875.0,statistical modelling machine,
21,3824449875.0,data,
22,3824449875.0,unstructured data analytics,
23,3824449875.0,natural language processingproficient statistical toolslanguages,
24,3824449875.0,r pythonfamiliar relational databases,
25,3824449875.0,intermediate level knowledge sql sound understanding,
26,3824449875.0,range statistical techniques,
27,3824449875.0,present findings,
0,4188045471.0,data analysis products,
1,4188045471.0,dailymotions adtech tribe,
2,4188045471.0,ssp,
3,4188045471.0,billions requests,
4,4188045471.0,actionable insights,
5,4188045471.0,drive decisions,
6,4188045471.0,businessstatistically,
7,4188045471.0,ab testing hypotheses,
8,4188045471.0,business product data science teams,
9,4188045471.0,collection new data,
10,4188045471.0,next generation algorithms,
11,4188045471.0,audience segmentation contextual targeting bidder behavior,
12,4188045471.0,easy use dashboards eg tableau,
13,4188045471.0,insights kpis interactivelyautomating analysis monitoring,
14,4188045471.0,tools,
15,4188045471.0,value business,
16,4188045471.0,end-to-end delivery projects,
17,4188045471.0,development testing operations bachelors degree,
18,4188045471.0,higher business finance statistics,
19,4188045471.0,field,
20,4188045471.0,3 years,
21,4188045471.0,business data analysis experienceprevious ad-tech experience,
22,4188045471.0,extensive experience,
23,4188045471.0,analytical problems,
24,4188045471.0,quantitative approachescomfortable manipulation analysis,
25,4188045471.0,complex high volume high dimensional data,
26,4188045471.0,sources,
27,4188045471.0,sql awsgcp,
28,4188045471.0,solid experience data visualization tools eg,
29,4188045471.0,tableau suite,
30,4188045471.0,strong intellectual curiosity ability structure,
31,4188045471.0,difficult problems,
32,4188045471.0,minimal supervisionability,
33,4188045471.0,complex quantitative analysis,
34,4188045471.0,precise actionable manner english french plus,
35,4188045471.0,background machine,
36,4188045471.0,statistics,
0,4147274432.0,lead data sciences analytics team,
1,4147274432.0,full-time contract technical professionals,
2,4147274432.0,pharmaceutical development manufacturing pdm science operationswork senior management,
3,4147274432.0,data model,
4,4147274432.0,chemistry manufacturing control information,
5,4147274432.0,pharmaceutical process formulation,
6,4147274432.0,analytical development quality control,
7,4147274432.0,commercial manufacturing operations,
8,4147274432.0,closely,
9,4147274432.0,business process owners data stewards,
10,4147274432.0,data management process,
11,4147274432.0,appropriate governance,
12,4147274432.0,accuracy completeness data,
13,4147274432.0,data sciences techniques,
14,4147274432.0,knowledge management predictive analytics,
15,4147274432.0,trends,
16,4147274432.0,scientific operational datasets,
17,4147274432.0,senior management,
18,4147274432.0,comprehensive data sciences strategy framework,
19,4147274432.0,core pdm data sciences,
20,4147274432.0,capability knowledge management platform partner enterprise,
21,4147274432.0,sustainable data governance process,
22,4147274432.0,roles responsibilities examples,
23,4147274432.0,data sets,
24,4147274432.0,complex issues questions data,
25,4147274432.0,storage compute processing analysis search use business intelligence tools visualizations,
26,4147274432.0,dashboards,
27,4147274432.0,execute approach,
28,4147274432.0,data sciences capability,
29,4147274432.0,assessments process value,
30,4147274432.0,proposition business case technology solutions proof value use,
31,4147274432.0,oral written communication skills,
32,4147274432.0,present results,
33,4147274432.0,directionmanage,
34,4147274432.0,existing analytics reporting,
35,4147274432.0,platforms,
36,4147274432.0,web oracle business intelligence enterprise edition obiee,
37,4147274432.0,data visualization tools,
38,4147274432.0,tableau spotfire operations,
39,4147274432.0,targeted value-added reports dashboards metrics,
40,4147274432.0,tools,
41,4147274432.0,pdm community analytical operations,
42,4147274432.0,clinical supply chain management chemical development pharmaceutical quality assuranceanticipate data,
43,4147274432.0,sources,
44,4147274432.0,gaps collaboration data providers data,
45,4147274432.0,key performance indicators metrics,
46,4147274432.0,effectiveness value success,
47,4147274432.0,solutions,
48,4147274432.0,quality deliverables quality service,
49,4147274432.0,effective change management measure adoption,
50,4147274432.0,partner form,
51,4147274432.0,alliances,
52,4147274432.0,internal external business vendor stakeholders,
53,4147274432.0,network data partners,
54,4147274432.0,data analysis questions,
55,4147274432.0,data structures,
56,4147274432.0,tailored pdm interests,
57,4147274432.0,business processes,
58,4147274432.0,data sciences,
59,4147274432.0,methodology technologies,
60,4147274432.0,frequent communications change managementbe,
61,4147274432.0,analytical methods,
62,4147274432.0,business problems,
63,4147274432.0,large quantities data,
64,4147274432.0,right algorithms,
65,4147274432.0,appropriate optimization techniques modelsdevelop security access models data,
66,4147274432.0,broad range needs,
67,4147274432.0,agility velocity,
68,4147274432.0,autonomy access controls segregation environmentsstay,
69,4147274432.0,current modern emerging big data cloud analytics visualization technologies,
70,4147274432.0,practical approaches,
71,4147274432.0,tools examples,
72,4147274432.0,big data cloud data,
73,4147274432.0,real-time analytics automation artificial intelligence machine,
74,4147274432.0,interactive visualization batch processing techniquesresponsible implementation development management business information systems strategy,
75,4147274432.0,business objectives,
76,4147274432.0,consultant business hisher area liaises,
77,4147274432.0,global assigns objectives team,
78,4147274432.0,schedule changes updates business systems,
79,4147274432.0,specific projects direction senior management works project lead,
80,4147274432.0,development systems strategy acts,
81,4147274432.0,technical spokesperson business area expertise,
82,4147274432.0,budget,
83,4147274432.0,team,
84,4147274432.0,full requirements role,
85,4147274432.0,professional appraisals team members,
86,4147274432.0,performance,
87,4147274432.0,guidance subordinates,
88,4147274432.0,organizational goals company policy work,
89,4147274432.0,terms,
90,4147274432.0,organizations objectives,
91,4147274432.0,operating policies procedures,
92,4147274432.0,subordinate organizational units,
93,4147274432.0,modifications,
94,4147274432.0,organizational policies bachelors degree minimum,
95,4147274432.0,8 years,
96,4147274432.0,relevant experience masters degree minimum,
97,4147274432.0,six 6 years,
98,4147274432.0,relevant experience phd minimum two 2 years,
99,4147274432.0,relevant experience degree,
100,4147274432.0,science computer science equivalent experience,
101,4147274432.0,strong abilities,
102,4147274432.0,people processes operations technology drive excellence,
103,4147274432.0,team,
104,4147274432.0,success,
105,4147274432.0,solutions,
106,4147274432.0,highly complex problems,
107,4147274432.0,high degree ingenuity creativity innovation knowledge,
108,4147274432.0,large data,
109,4147274432.0,strategies,
110,4147274432.0,results,
111,4147274432.0,business needs,
112,4147274432.0,strategic decisions knowledge,
113,4147274432.0,programming languages platforms,
114,4147274432.0,python java c,
115,4147274432.0,sql familiarity,
116,4147274432.0,computer,
117,4147274432.0,concepts,
0,4187419695.0,data science,
1,4187419695.0,1,
0,4187379042.0,bachelor masters degree highly quantitative field computer science machine,
1,4187379042.0,operational research statistics,
2,4187379042.0,mathematics etc equivalent experience12 years,
3,4187379042.0,industry experience,
4,4187379042.0,predictive modeling data science analysisprevious experience ml data scientist role track record building ml dl modelsexperience,
5,4187379042.0,iot mobile solutionsdevelop,
6,4187379042.0,iot real-time streaming solutions passion diving code experience,
7,4187379042.0,python andor rknowledge sparkmlable,
8,4187379042.0,production level code well-written explainableexperience,
9,4187379042.0,ml libraries,
10,4187379042.0,-learn caret mlr mllibexperience working gpus,
11,4187379042.0,modelsexperience,
12,4187379042.0,terabyte size datasetsfamiliarity,
13,4187379042.0,data visualization toolsknowledge experience,
14,4187379042.0,sqlpast current experience,
15,4187379042.0,complex technical concepts,
16,4187379042.0,broad audiences,
17,4187379042.0,customers business,
18,4187379042.0,guide solution,
19,4187379042.0,aws ai services aws ai platforms aws ai frameworks aws,
20,4187379042.0,ec2 instances,
21,4187379042.0,customers,
22,4187379042.0,ml dl project,
23,4187379042.0,end,
24,4187379042.0,business,
25,4187379042.0,data,
26,4187379042.0,data,
27,4187379042.0,predictive models,
28,4187379042.0,models,
29,4187379042.0,business impact organization,
30,4187379042.0,deep learning frameworks,
31,4187379042.0,mxnet caffe,
32,4187379042.0,2 tensorflow theano cntk keras,
33,4187379042.0,customers,
34,4187379042.0,dl models,
35,4187379042.0,sparkml amazon machine,
36,4187379042.0,aml help customers,
37,4187379042.0,ml models,
38,4187379042.0,professional services,
39,4187379042.0,big data consultants,
40,4187379042.0,extract,
41,4187379042.0,label relevant data,
42,4187379042.0,professional services,
43,4187379042.0,consultants,
44,4187379042.0,customers,
45,4187379042.0,models,
46,4187379042.0,customers,
47,4187379042.0,model drift retraining models research,
48,4187379042.0,novel ml dl approaches,
49,4187379042.0,fpga customer,
50,4187379042.0,role,
