posting_date,description,title,employer,industry,id,source,country
2019-08-23," insight catastrophe group (icg) exciting opportunity join operating analytics team atlanta, georgia area. senior data analyst position responsible gathering, analyzing, transforming data many different sources. partner information management teams, sales primarily, execute data analytics operational initiatives.  you’ll doing:  supporting sales staff providing sales data, market trends, forecasts, account analyses new services information proactively producing analyzing data develop insights drivers performance building digital measurement solutions within google analytics in-house reporting tools provide valuable insights recommendations achieve targets analyzing detailed web metrics determine trends, successes, site issues, opportunities conducting actionable data analytics critical projects maintaining reporting tools dashboards support day-to-day productivity management taking ownership role data accuracy integrity across reporting interfaces leveraging data variety sources analyze performance, identify areas opportunity, provide actionable insights operations leaders front-line team members designing conducting extensive analysis performance trends communicating findings designing conducting ad-hoc analysis required job-related duties requested  we’re looking someone who:  experienced data assimilation transforming gathered data meaningful insight internal external stakeholders self-starter adapts well change fast-paced, dynamic workplace works well cross-functional teams/projects strong verbal written communication skills levels management ability communicate complex information clear concise manner advanced excel skills including experience pivot tables complex functions exhibits strong organization skills attention detail familiar database interface tools, sql programming concepts demonstrated ability work large datasets tell story using data  qualified candidates have:  bachelor’s degree related field experience preferably insurance industry advanced proficiency sql, excel, relational databases building decision support models experience tableau, microsoft power bi visualization tools 3+ years experience analytical role (analysis, information science, data visualization relevant quantitative fields)  highly preferred candidates have: 1 years experience salesforce similar crm systems insight catastrophe group (icg) parent company two growing organizations—sagesure insurance managers insight catastrophe managers. together provide innovative property insurance products software solutions. provide generous benefits perks including tuition reimbursement, gym allowance, unlimited snacks drinks, health, dental vision insurance, matching 401k plan more!  helping shape future industry sounds exciting, career icg may you’re looking for. we’re energetic, forward-thinking problem solvers, come join team! ",Sr. Data Analyst,SageSure Insurance Managers,,7a66850326ab3afe162336078ce5cec6,Indeed,United States
2019-08-23," description: fort new hub innovation incubation fortive. backing large company soul startup (a fortune 500 startup, is), place flame burns brightest. fort, combine forces deploy disruptive technologies explore new ways thinking working. get office wild observe first-hand customers need accelerate progress world. observe, listen, prototype, experiment, analyze, learn, iterate passion speed fuel fortive’s growth build future. scout breakthrough ideas emerging trends expansive network stretching seattle silicon valley shanghai beyond. fort built make growth happen. start up, scale up, shake things up. face uncertainty head-on wrestle ground. fail fast move customers forward. move needle much needs new gauge. turn what-if? what’s next? might we? wow, that! building data-driven app matter hours pushing frontiers ai iot lunch sounds like kind thing, fort might kind place. impact collaborative, proactive, adaptable, gritty. excel facilitating reconciling inputs across teams. balance passion deep understanding innovation ability deliver extraordinary results. traits value: ability deliver results: track record setting vision strategy, organize lead team, implement meet exceed expectations. entrepreneurial attitude: proactive outlook provides chutzpah needed overcome barriers, creatively problem solve, challenge conventional thinking. comfort ambiguity: willingness aptitude spending time thriving deep uncertainty environments clear “right answer”. passion innovation: demonstrated interest desire participate innovation personal study, on-the-job initiative, endeavors. positive outlook: desire look past challenged search opportunity. empathy & teacher’s mindset: ability teach mentor effectively, successfully facilitate teams different personalities training sessions, care deeply his/her colleague’s growth, understanding, experience. bias action: need speed; demonstrated ability make decisions quickly act upon them. alongside team entrepreneurial, high-performing, curious people, you’ll deliver breakthrough solutions drive sustainable growth fortive. lead data scientist, you’ll drive execution play vital role building culture innovation fortive. build, manage, inspire alongside multi-functional team, solves toughest growth challenges. lead data scientist responsibilities: manage, mentor, foster team data scientists, machine learning engineers big data specialists build new products services fortive’s operating companies. conceive, plan prioritize data projects guide execution alignment organizational goals revenue projections. deliver complete analytic concepts solutions operating companies deployment. design implement internal data science toolbox continually test validate performance data-driven products. experiment new models techniques build continuous improvement. evaluate recommend tools expedite time-to-value time-to-market. act adviser wide variety research projects using statistical analysis modeling. develop automate reports, build dashboards provide insights scale; solving analytical needs. lead data mining collection procedures ensure data quality integrity act resource help drive analytical scope method projects, including formulating shaping models work cross-functional stakeholders understand business needs lead formulating complete end-to-end analysis include: data gathering, analysis, scaled deliverables, recommendations presentations stakeholders. qualifications: required qualifications: master’s degree (or equivalent) machine learning, data science, operations research, mathematics/statistics, related field. demonstrated experience statistics machine learning models, working statistical packages machine learning tools (r, python, sas, stata, matlab, etc.). work experience emphasis quantitative research methods (mathematics, computer science, statistics, economics related fields). experience translating analysis results business recommendations business questions analysis framework. knowledgeable creating complex data sets (sql), data modeling reporting. strong presentation communication skills including preparing delivering management level presentations, knack explaining complex analytical concepts people fields coding experience java, c++, python, php similar language. deep interest aptitude data, metrics, analysis trends. applied knowledge measurement, statistics program evaluation. preferred qualifications: phd degree distinctive analysis skills impeccable business judgment. excellent problem-solving capabilities critical thinking skills, demonstrated independence. previous experience building guiding dynamic team fortive diversified industrial growth company comprised professional instrumentation industrial technologies businesses recognized leaders attractive markets. 2017 revenues $6.7 billion, fortive’s well-known brands hold leading positions field instrumentation, transportation, sensing, product realization, automation specialty, franchise distribution. fortive headquartered everett, washington employs team 26,000 research development, manufacturing, sales, distribution, service administrative employees 50 countries around world. culture rooted continuous improvement, core company’s operating model fortive business system. information please visit: www.fortive.com. fortive global family 20 industry-leading industrial growth technology companies, united shared purpose: make world stronger, safer effective providing essential technology people accelerate progress. take big challenges real impact fast-moving fields like software development, robotics, transportation, energy healthcare. $6.7 billion annual revenues culture rooted kaizen, continuous improvement, fortive well positioned create essential, technology-based solutions solve world’s critical challenges. strong capability comes team smart, motivated people proudly deliver excellence outstanding brands areas field instrumentation, transportation, sensing, product realization, automation specialty, franchise distribution. fortive headquartered everett, washington employs team 26,000 research development, sales, marketing, product development, innovation, service employees 50 countries around world. place people share drive passion make personal difference learn, grow, achieve. that’s good... you, us, growth. information, please visit: www.fortive.com. ""the company expressed employment interest subsidiary affiliate fortive corporation. subsidiary affiliate referred """"fortive company."""" fortive corporation fortive companies equal opportunity employers evaluate qualified applicants without regard race, color, national origin, religion, sex, age, marital status, disability, veteran status, sexual orientation, gender identity expression, characteristics protected law. """"eeo law"""" poster available at: http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf. individuals need reasonable accommodation disability part employment process call 1-866-272-5573 e-mail applyassistance@fortive.com request accommodation.""",Lead Data Scientist,Fortive Corporate,,46bf2512e026549445692674db857ab4,Indeed,United States
2019-09-18,"note: applying position application automatically submitted following locations: new york, ny, usa; sunnyvale, ca, usa minimum qualifications:  5 years experience leading cross-functional international teams/ projects, software program management and/or engineering management, cloud computing emerging technologies related technical fields, machine learning background/comfort big data.  preferred qualifications:  5 years experience interacting technical non-technical groups, spanning organizational levels, thrive ambiguous rapidly changing environment. experience solving real-world machine learning problems, working cross-functionally cloud computing engineering, sales marketing teams related. experience managing multiple projects attention detail, familiarity data engineering, data science software coding languages (hadoop, mapreduce, python, java, javascript). understanding enterprise software powering fortune 500 companies (on-premises legacy services, erp crm systems, hybrid cloud).  job member team, opportunity scope, build manage customer programs focused machine learning solutions. advanced solutions lab (asl) allows businesses partner google cloud apply machine learning solve high-impact business challenges. lab unique opportunity customer technical teams partner google’s machine learning experts customer premises. lead customer engagements, program definition, milestone development tracking, commercialization. role provides opportunity think big develop first kind industry changing solutions. engagements partnerships seek build joint success, customer multipliers thriving ecosystem customers aim delighting customers. shaping future machine learning used across many industries verticals. responsible managing set highly strategic customer programs include innovative customer engagement models, incentives, investments, program assets coordination across extended google cloud team. google cloud helps millions employees organizations empower employees, serve customers, build what’s next business — technology built cloud. products engineered security, reliability scalability, running full stack infrastructure applications devices hardware. teams dedicated helping customers developers see benefits technology come life.  responsibilities provide required hands-on software development project management, cross-functional coordination, inter/intra team communications deliver outstanding program outcomes. work teams get products features software project lifecycle (build, test release time). manage project schedules, identify issues communicate project stakeholders, manage release schedules milestones fast-paced environment. lead technical programs google cloud business, setting priorities products engineering, leading cross-functional teams take products market, ensuring success metrics informing future efforts, fine tuning program. develop business cases support agreement closure, build engagement metrics, set manage customer expectations focus outcome based metrics link programs customer adoption google cloud. google, don’t accept difference—we celebrate it, support it, thrive benefit employees, products community. google proud equal opportunity workplace affirmative action employer. committed equal employment opportunity regardless race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity veteran status. also consider qualified applicants regardless criminal histories, consistent legal requirements. see also google's eeo policy eeo law. disability special need requires accommodation, please let us know completing form.","Program Lead, Machine Learning Advanced Solutions, Google Cloud",Google,,6e53cf3b0c8bc0f175d54a23f0ecb84c,Indeed,United States
2019-10-22," senior business data analyst ef educational tours boston, ma, united states obsession numbers interpreting stories tell? part ef education tour’s martech team, collaborate leaders functional areas development intelligent analyses backed quantitative data guide strategic, tactical operational business decisions. take lead defining implementing standards tag digital content order improve quality generated data. proactively upon request work identifying trends suggest new marketing & business opportunities follow recommendation key strategies leverage opportunities. participate development organizational benchmarks key consumer metrics performance indicators.  role  lead strategy, management, implementation tracking target audience across digital properties campaigns, contributing organization’s growth helping marketing deliver personalized messaging teachers, students parents. thought leader google analytics product suite provide implementation roadmap. leverage vast array digital, web, customer data platform (lytics) data analyze determine performance current initiatives limited marketing acquisition, promotional campaigns website/email effectiveness. use quantitative methods tools including a/b testing, multivariate analysis (mva), optimization techniques analyze optimize web digital assets drive marketing sales performance. combine digital data offline in-house data develop complete picture customer lifecycle. using insights gathered, help drive digital (web, paid, social) content personalization strategy. help develop marketing attribution model. research recommend tools techniques stay current latest industry trends digital analytics. generate insights recommendations present senior management.   qualifications  strong analytical aptitude bachelors/masters analytical field 2-4+ years experience digital/web analytics, marketing operations analysis similar focus experience google analytics google tag manager tools techniques ensure complete accurate data collection must able combine digital data offline data sources knowledge sql accessing databases experience javascript/jquery must proficient using excel powerpoint working knowledge exposure reporting dashboards power bi strong asset team player ability desire collaborate effectively entrepreneurial mindset & sense urgency accountability must able communicate clearly effectively explaining insights non-technical staff passion travel exploring world ",Senior Business Data Analyst,EF Educational Tours,,0ee908f22c9aef580c1ce930b1b5f763,Indeed,United States
2019-10-23,"job summary data analyst position work direction pricing manager structured settlements. data analyst responsible creating, maintaining, continuous improvement key wholesale analysis reports (using vba excel) working internal partners strategies. responsibilities duties export import large amounts data within database create update reports filter “clean-up” data reviewing reports printouts locate correct problems collaborate sales department drive alignment around business goals pricing initiatives improve upon existing reporting incorporating excel vba (and automation) collect analyze data requests management, understand annuities time value money order compile/summarize data perform duties assigned.  education, skill & experience requirements bachelor's degree higher business analytics, statistics, economics, finance, related field. minimum 2 years' experience analytics preferred. intermediate computer skills including ms office advanced skills excel knowledge spreadsheet functionality including v-lookups, vba, pivot tables, macros, charts, creating graphs. strong attention detail passion problem solving. ability multi-task prioritize effectively fast paced environment high degree integrity honesty prior salesforce (or similar crm) cloudingo experience plus ",Data Analyst,DRB Capital,,db69b7fa642b52750807c036160daa0e,Indeed,United States
2019-10-04," overview prolim (www.prolim.com) currently seeking technical data analyst (marketing) location livonia, mi one top client. job description: role blend client service, strategic consulting, analytics. requires strong analytic skills, passion continuous improvement, keen interest direct marketing. senior direct marketing data analysts build strong consultative relationships internal external clients, demonstrate strong business/financial modeling capability tools r, python, excel, sql, able apply statistical analysis principles business challenges. top skills  bachelor's degree business, math statistics mba master’s degree marketing, statistics, related discipline required expert user tableau, sql, excel 5 years professional experience analytical role proficient analyzing interpreting data multiple sources via r python responsibilities: analyze direct marketing data evaluate marketing effectiveness sales performance across multiple dimensions (campaigns, applications, sales, etc.). make campaign optimization recommendations business partners teams improve performance. proactively seek new direct marketing opportunities. analyze potential financial impact, determine stakeholders, develop execution plans, lead meetings, launch campaigns. develop automated, easy understand reports ad hoc analyses help us understand direct marketing patterns, identify differences among customer groups recognize opportunities improvement. serve consultative partner planning, strategy, measurement, optimization opportunities multiple clients, include marketing channel owners others throughout organization. champion data-driven decision making within organization. regularly present partners, internal departments, vendors communicate performance. assist business partners identifying meaningful measurable marketing objectives interactive marketing campaigns. conduct independent research analysis develop reporting based needs business. contribute marketing testing roadmap proposing testing opportunities, designing test plans, executing accordance testing roadmap. develop execute processes leverage statistical models optimize marketing initiative outcomes. work data scientists identify prioritize new modeling opportunities. contribute sales forecast metric creation maintenance.  additional experience preferred:  experience presenting performance results executive stakeholders experience designing enhancing process automate streamline recurring processes experience working strategic planners purposes incorporating customer analytics, campaign analytics, forecasting, reporting optimization order inform concepts, ideas plan experience direct mail digital marketing education:  bachelor's degree business, math statistics mba master’s degree marketing, statistics, related discipline required) apply online immediate consideration, please send updated resume contact info via email nayeem.akhtar@prolim.com prolim corporation prolim leading provider end-to-end it, plm engineering services solutions global 1000 companies. understand business much technology, help customers improve profitability efficiency providing high value technology consulting, staffing, project management outsourcing services. plm consulting offerings include; advisory, plm software/services, program management, solution architecture training/staffing, cloud solutions, servers/networking, infrastructure, erp practices qa services. engineering services include data translation, cad/cam/cae, process & product engineering, prototyping, testing/validation within wide range markets industries. ",Technical Data Analyst (Marketing),PROLIM Corporation,,3916486aa4e13091672e857e4489c7b9,Indeed,United States
2019-09-21," secure nation, ignite future position report group cto part technology office staff. apply software development skills, strong analytical innovative thinking, ai/ml experience, quickly learn turn new ideas working solutions, drive proof concepts pilots accelerate onboarding new technologies solutions. experience knowledge areas analytics including limited integration, predictive analysis, predictive modeling, business intelligence visualization. thought leader practitioner innovative ideas solutions including limited big data. responsible developing use-case driven mission focused white papers demos support customer needs. technical lead customer interface facilitate interactions collaboration sales, solutions operations teams. opportunity lead work newest technologies, transformative projects, thought leader ai/ml, play strong role shaping innovation agenda across company. role requires individual outstanding team leadership skills combined innovation business skills.  qualifications: required :  phd computer science, statistics, information systems, data science engineering least 5 years hands-on experience working data science and/or machine learning minimum 2 years experience working large complex big data environment experience data ingestion processing techniques outputs insightful actionable, include visualization, data lakes data warehouses develop strategies strong fundamental knowledge neural networks, probability theory, stochastic systems, bayesian inference, predictive modeling, supervised/unsupervised/deep learning proficiency two following languages; c/c++, java, python, r, javascript, sas, matlab, spss hands-on experience virtualization cloud technologies  preferred :  experience software framework distributed data hadoop, spark, hive, nosql experience machine learning frameworks tensorflow, caffe, mxnet knowledge natural language processing, iot edge computing logical problem-solving approach ability clearly communicate situation proposed solution customer strong technical writing skills ability assist sales team business groups requests quotes / information ability create technical drawings, architectural products concept graphics strong interpersonal communication skills, ability present group setting; ability facilitate conduct webinars presentations customers, including conceptual design white boarding sessions projects professional image strong business acumen customer interactions possesses sense urgency, strong organizational follow skills ability interact effectively senior managers c-level executives  clearance: top secret (required); top secret sci (preferred)  mantech international corporation, well subsidiaries proactively fulfills role equal opportunity employer. discriminate employee applicant employment race, color, sex, religion, age, sexual orientation, gender identity expression, national origin, marital status, physical mental disability, status disabled veteran, recently separated veteran, active duty wartime campaign badge veteran, armed forces services medal, characteristic protected law.  require reasonable accommodation apply position mantech online applicant system, please contact mantech's corporate eeo department (703) 218-6000. mantech affirmative action/equal opportunity employer - minorities, females, disabled protected veterans urged apply. mantech's utilization external recruitment job placement agency predicated upon full compliance equal opportunity/affirmative action policies. mantech accept resumes unsolicited recruiting firms. pay fees unsolicited services.  qualified individual disability disabled veteran, right request accommodation unable limited ability use access http://www.mantech.com/careers/pages/careers.aspx result disability. request accommodation please click careers@mantech.com provide name contact information. ",Chief Data Scientist,ManTech International Corporation,,16ba71e7e37703865dbfa9b4e265bb38,Indeed,United States
2019-10-24," world’s largest university press. worldwide reach personal understanding local needs, partnering ground adapt publications resources meet individual needs communities, societies, countries. partner researches, educators, technology partners stay ahead changing ways people around world accessing sharing knowledge. presence 50 countries millions customers around world, idea launched oup global impact. support production data, analysis insights utilized drive improved performance across sales function. responsible supporting development curation core data sets standardized provide holistic view sales performance. include creation sales enablement tools analytics packages provide greater understanding customer behavior directly influence decisions across sales organisation increase turnover. also seek improve processes systems wherever possible utilizing contemporary technology.  principal accountabilities/key result areas maximum 10 accountability statements  responsible maintaining supporting development key data sets relating sales metrics including sales pipeline analysis, customer segmentation modelling, product performance customer selling tools. interacts directly sales department identify key analytical opportunities deliver valuable sales insight actionable data. delivering end end campaign analysis help understand customer behavior effectiveness sales activity. provide automated insight dashboards allowing sales operations effectively efficiently enable self-service analytics. support creation core data structures drive pricing analytics. ensuring data sets dashboards produced scalable way error free. support interrogating key internal data sets ensure sales data cleansed, standardized required fields drive better strategic decision making. responsible delivery daily, weekly monthly reporting requirements defined business. support improvement analysis, forecasting predictive modelling enable better business decisions. rolling new tools training users ensure embed new ways using data help drive decision making.   knowledge experience minimum 1-2 years’ experience role analyst. highly numerate experienced development maintaining complex data structures. ability translate data clear concise actionable recommendations whilst bringing stakeholders along data journey. experience cleansing preparing data ability query using ms sql. microsoft excel – advanced level excellent knowledge ms sql salesforce experience using data visualization software (tableau, microsoft powerbi qlikview) modern bi tools (eg, alteryx). resilience, persistence willingness drive issues successful conclusion. adaptable – focused upon improving business processes delivering change provision data & analytics. proven ability deliver root cause analysis troubleshoot data & data related processes. alteryx designer core certified – desirable tableau desktop fundamentals certified – desirable com certified – desirable gjc level: i4 (for internal purposes only) committed supporting diversity workforce ensuring inclusive environment individuals thrive. seek employ workforce representative markets serve encourage applications all. ",Sales and Data Analyst,Oxford University Press,,ebee918801347edbc2c39685af863a7f,Indeed,United States
2019-09-17," introduction asml brings together creative minds science technology develop lithography machines key producing faster, cheaper, energy-efficient microchips. design, develop, integrate, market service advanced machines, enable customers - world’s leading chipmakers - reduce size increase functionality microchips, turn leads smaller, powerful consumer electronics. main headquarters located veldhoven, netherlands, also 18 office locations around united states- including main offices wilton, ct, chandler, az, san jose, ca san diego, ca. job mission asml seeking experienced data analysis engineer expertise processing optical images metrology process development ultra-high precision flat optics join optical sensor metrology department wilton, connecticut. main job function develop, improve integrate image processing, correction algorithms deliver software packages matlab engineering manufacturing teams solve challenging engineering problems associated achieving nanometer scale precision. asml world leader manufacture advanced technology systems semiconductor industry.asml’s corporate headquarters veldhoven, netherlands. manufacturing sites research development facilities located connecticut, california netherlands. technology development centers training facilities located united states, japan, korea, netherlands, taiwan. additionally, asml provides optimal service customers via 50 sales service organizations 16 countries. founded netherlands 1984, company publicly traded euronext amsterdam nasdaq symbol asml. job description main focus position be: develop / improve image processing algorithm extract nm flatness information interferometer data. integrate algorithm developers image processingsoftware package analysis process development cycles engineering manufacturing users. maintain version controlled software package multiple product generations. perform software testing identify application, algorithmand software bugs. validate/ verify / regression test software ensure meets business technical requirements. develop & execute roadmap analysis, software, systems, mitigate product & process risk prevent software performance issues. lead design team software analysis tool development find solutions difficult technical problems efficient manner. develop/ maintain /improvedatabase structures capabilities. write matlab scripts search analyze plot data database. support query code interrogate data manufacturing engineering needs. support image analysis data derive conclusions. travel ( ~ 10%) europe, asia, within us expected.  education bachelor degree computer science / electrical engineer / optical engineering minimum 4 years experience developing signal processing & image processing algorithm software; master's degree similar disciplines minimum 2 years related experience; phd degree similar disciplines. experience experiencedin software like:; matlab, python , c/c++. experienced scientificimage/signal /data process algorithm, statisticsand software development. theoretical expertisein image/signal /data processing, transfer function convolution, filtering anddata fitting techniques. clear understanding in: optical measurement techniques like interferometry, scatterometry , optical sensor, imagingsystems ,etc. familiarity software configuration management.  personal skills strong written oral communicative skills commitment achieving results time. demonstrated “team player” quality orientation interpersonal skills. able interface multidisciplinary groups work effectively team willing take responsibility, follow keep multiple simultaneous assignments schedule. able quickly acquire technical knowledge documentation on-the-job training capable thoroughly investigating technical issues (analytically hands-on lab). willing integrated systems performance, support entire product life-cycle (development sustaining engineering), strive deliver right design solution right cost right time. context position physical demands described representative must met employee successfully perform essential functions job. reasonable accommodations may made enable individuals disabilities perform essential functions. performing duties job, employee routinely required sit; walk; talk; hear; use hands keyboard, finger, handle, feel; stoop, kneel, crouch, twist, reach, stretch. employee occasionally required move around campus. employee may occasionally lift and/or move 20 pounds. may require travel dependent company needs. specific vision abilities required job include close vision, color vision, peripheral vision, depth perception, ability adjust focus. work deadlines. environment generally moderate temperature noise level. must able read interpret data, information, documents. observe respond people situations interact others encountered course work. learn apply new information skills.  information eeo/aa (w/m/vets/disability) employer. position requires access controlled technology, defined export administration regulations (15 c.f.r. § 730, et seq.). qualified candidates must legally authorized access controlled technology prior beginning work. business demands may require asml proceed applicants immediately eligible access controlled technology. internal reference: #li-kg1 ",Optical Data Analyst,ASML,,00a53b93045603338a62775f67ad546b,Indeed,United States
2019-08-23," job summary join team powers global real estate economy - corelogic innovative, future focused company whose vision deliver unique property-level insights power global real estate economy.  $1.95 billion sales company 6,000 employees globally serving financial services insurance industries. evolving rapid pace clients serve challenged every direction, means growing innovating help drive success. working together, differentiated superior data, analytics data-enabled solutions, empower clients make smarter business decisions data-driven insights. take initiative, fully accountable, build respect trust, make transparency must—and engage, include collaborate every turn.  take pride work believe cultivating work environment supports values greatest asset: talented employees.  job description: reporting head data technology automation within edg, senior leader, data engineering serves thought leader well oversight data engineering organization. partnership edg leaders peers, individual responsible building, managing team experts focusing data engineering initiatives supporting products solutions data onboarding. hands role play role technical sme.  job responsibility  ability communicate project teams senior edg/ business leaders. possesses strong negotiation skills, influencing skills builds relationship peers/ clients/ partners. ability difficult conversations tactfully drive decisions interest organization speed agility. ability understand analyze complex process, build strategies improve automate process ensures alignment edg vision. responsible engage in-depth assessments validate process, technology architecture appropriate current state recommend solutions future state partnership peers within edg departments. manage day day activities viper, doc/ dsf team data engineers supporting products. liaison tax services, taxroll, metroscan, corelogic australia businesses data onboarding. responsible providing thought leadership execute data engineering projects respective change management. ensures project portfolio well documented, communicated alignment schedules resources. broader team provides sme support key initiatives (sdp, tax2020) providing support taxroll, metroscan, rem, cap market etc. monitors industry trends directions, suggests new technologies adapts changing needs.  job qualifications:  minimum 12 years experience required area data engineering, data processing systems processes large complex environments. least 7 years experience managing teams architects, senior developers. experienced establishing teams. strong communication skills required. experienced managing stakeholder expectations, manage budget, resource allocation, vendor management aspects. good understanding tools, processes, data engineering concepts various automation techniques. thorough knowledge design integration principles complex, heterogeneous systems. experienced various integration techniques ability understand complex integration requirements drive actionable results. ability develop presentations speaks edg business value. good experience project life cycle software development lifecycle methodology required. strong collaboration, influencing, interpersonal skills. ability understand speak technical language developers motivate them. experienced sql, java, spring, angular.js, hibernate, big data (hive, hadoop), greenplum desired.  bachelor's degree equivalent; master's degree preferred.  corelogic offers empowered work environment encourages creativity, initiative professional growth provides competitive salary benefits package. corelogic equal opportunity/affirmative action employer committed attracting retaining best-qualified people available, without regard race, color, religion, national origin, gender, sexual orientation, gender identity, age, disability status veteran armed forces, basis protected federal, state local law. corelogic maintains drug-free workplace. fully committed employing diverse workforce creating inclusive work environment embraces everyone’s unique contributions, experiences values. please apply website consideration.  ","Sr. Leader, Data Engineering",CoreLogic,,e18ef5947350ee62e197ee40e20c9665,Indeed,United States
2019-08-23," job description:  incumbent responsible developing innovative applications global markets environment. software developers design, code, test, debug, document programs well maintain corporate systems architecture. employees work closely business partners defining requirements system applications. employees typically in-depth knowledge development tools languages. employees expected in-depth global markets credit product knowledge, manage high level risk. clearly recognized content expert peers. individual contributor role. typically requires 7-10 years applicable experience. job code used employees supporting global markets.  overview:  bank america seeking senior data scientist analytics team digital transformation program within wholesale credit technology. scope projects include descriptive, predictive prescriptive analytics, well asm nlp activities document classification, even detection data extraction. cultivate team infrastructure support modeling analyzing structured unstructured data wholesale credit business lines. develop value-added analytics nlp solutions support revenue generation, business insight, risk management, operational efficiency, regulatory compliance, loan pricing, pre post-sale loan facility research. solutions must overcome issues complex data (e.g., vldb, multi-structured, ""big data"", etc.) well deployment advanced techniques (e.g., machine learning, text mining, statistical analysis, etc.) deliver insights. determine best practices areas nlp, data science machine learning. facilitate use technologies within non-retail loan business loan system applications including pricing credit fulfillment underwriting activities wholesale credit business processes. liaise global banking markets enterprise level teams determine best practices firm contribute improving proficiency areas wcbt, firm generally. work robotics analytics swat team project intake present new technologies relate solutions high roi applications analytics. manage projects mentor data scientists.  minimum qualifications:  ms and/or ph.d. degree related field preferred substantial equivalent experience. management experience plus typically requires minimum 7-10+ years practitioner machine learning financial markets.  shift: 1st shift (united states america) hours per week: 40","Senior Data Scientist, Wholesale Credit and Banking Technology",Bank of America,,487fc2691c33c7c94321973ff9d55e67,Indeed,United States
2019-09-20,"  job opening id: 121201 ann arbor, mi, united states full-time temporary  company overview calling adventurers ready join company that's pushing limits nanotechnology keep digital revolution rolling. kla, we're making technology advancements bigger—and tinier—than world ever seen. we? research, develop, manufacture world's advanced inspection measurement equipment semiconductor nanoelectronics industries. enable digital age pushing boundaries technology, creating tools capable finding defects smaller wavelength visible light. create smarter processes technology leaders manufacture high-performance chips—the kind phone pocket, tablet desk nearly every electronic device own—faster better. we're passionate creating solutions drive progress help people possible without us. future calling. answer? group/division global service support organization (gss) team headquartered milpitas, ca service organization consists service sales marketing, spares supply chain management, field operations, product training, technical support. gss organization partners field teams customers business sectors maintain high performance productivity products flexible portfolio services. comprehensive services include: proactive management tools identify improve performance; expertise optics, image processing motion control worldwide service engineers, 24/7 technical support teams knowledge management systems; extensive parts network ensure worldwide availability parts. responsibilities technical learning organization looking highly motivated talented student part ai research project, bringing artificial intelligence machine learning technical learning design service engineers. position entail combining machine learning, nlp, reasoning methods, tools, techniques develop algorithms order drive intelligent designs product training. include analyzing, structuring, cleaning metadata and event information service case database (crm). qualifications b.s m.sc. computer science, software programing related technical field strong programming skills one following languages: python, java c/c++. experience applying ai, machine learning technique sql database techniques understanding data visualization, patterning, big data, algorithm development  job ideal someone is: dependable - reliable spontaneous people-oriented - enjoys interacting people working group projects detail-oriented - would rather focus details work bigger picture achievement-oriented - enjoys taking challenges, even might fail autonomous/independent - enjoys working little direction innovative - prefers working unconventional ways tasks require creativity  minimum qualifications college equal employment opportunity kla equal opportunity employer. applicants considered employment without regard age, race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability, characteristics protected applicable law. ",AI/Machine Learning Software Engineer Intern,KLA-Tencor,,b100f896bfd61998c6e42a9082df20fd,Indeed,United States
2019-10-25," conducting retained search national construction company looking strategic marketing analyst work directly companies ceo special strategic projects. opportunity work highly visible projects drive positive changes sales marketing strategies organization effective analysis internal sales marketing data, competitive analysis, pricing costing data. ideal candidate strong analytical abilities capable analyzing large data sets also strong understanding sales marketing strategy. understanding experience analyzing pricing distribution performance would highly relevant. analytics experience / education mba would ideal education combination. tremendous opportunity would likely lead career path senior roles organization. job type: full-time ",Marketing Data Analyst,M&A Executive Search,,9a2b8ab34066f95db4c20da2e33bf01d,Indeed,United States
2019-08-25," northwestern mutual, strong, innovative growing. invest people. care make positive difference. what's role? distribution senior data analyst, working across regional distribution performance teams (regional vps, principals, sales directors consultants), bring ability tell story data help teams function efficiently drive enterprise priorities. work across department across enterprise provide key insights performance distribution system, gathering feedback used improve systems processes department. take active role identifying areas improvement within current systems, looked subject matter expert within team department.  bring best! role needs:  bachelor’s degree computer science, mis, mathematics, statistics, business related field. 5+ years progressively responsible experience data analysis, reporting application development. expertise development analytical tools sas, sql, ms excel, spss tool. visualization tooling like powerbi tableau.  proven excellence problem solving, research, quantitative analysis analytical working techniques. supports key distribution performance department platforms enable regional team members (1) execute prioritized enterprise initiatives; (2) provide enterprise desired transparency, input feedback; (3) execute performance management responsibilities. strong aptitude desire learning new platforms, development, analytic presentation tools. demonstrated ability gather information systematically; consider broad range issues factors use accurate logic analysis. initiative independently design develop deliverables still team player. ability responsive changing business needs, manage prioritize concurrent assignments, handle ambiguity. ability desire mentor team members projects independently start finish. creative innovative problem solving formulating solutions.   grow career best-in-class company puts client’s interests center do. get started now! equal opportunity/affirmative action employer qualified applicants receive consideration employment without regard race, color, religion, gender identity expression, sexual orientation, national origin, disability, age status protected veteran, characteristic protected law.  req id: 25962 position type: regular full time education experience: bachelor's desired employment experience: 6-8 years licenses/certifications: flsa status: exempt posting date: 08/23/2019 ",Distribution Senior Data Analyst,Northwestern Mutual Life Insurance Company,,095563561a117d33fbe1d435c03f4abe,Indeed,United States
