index,skill,count,keep
1708,etl pipelines,2,y
1693,environment,2,
2831,office,2,
2876,operational decisions,2,
1551,dmp,2,y
2829,occupational medicine,2,y
1549,dm,2,y
2872,operational analytics,2,y
2827,observational research,2,y
3027,pilates,2,
1673,ensemble methods,2,y
1659,engaging,2,
3562,results orientated,2,y
1564,domain,2,
2781,neurips,2,y
3537,research methodologies,2,y
3605,routing,2,
1631,electro-optical and infrared cameras,2,y
1634,elmo,2,y
1600,e-commerce.,2,y
2966,patient care,2,
2921,organisational capability,2,y
1635,embedded platforms,2,
3610,ruby,2,y
2976,peer review,2,
3611,russian,2,y
1641,empirical research,2,y
2977,peer reviews,2,
3579,reviewing,2,
2956,parallel programming,2,y
2729,multithreading,2,y
2949,ownership mindset,2,y
2754,nave bayes,2,y
2762,network analytics,2,y
2764,network design,2,y
2766,network modeling,2,y
2768,network optimization,2,y
1609,economic,2,y
2928,organizational goals,2,
2937,organize data,2,y
3603,root-cause analysis,2,y
1617,ee,2,
2771,network strategy,2,
2773,networked,2,
2941,oriented,2,
2774,networking,2,
2734,multivariate testing,2,y
2918,orally,2,
2983,performance measurement,2,
2795,non-relational databases,2,y
2647,model design,2,y
2656,model metrics,2,
1571,draw meaningful conclusions,2,y
2655,model management,2,y
2651,model explanation,2,y
2906,optimization techniques,2,y
3006,persuasive,2,y
2646,model deployment,2,y
1613,eda,2,y
3566,retail banking,2,y
2812,object,2,
2639,model automation,2,y
1565,domain model,2,y
2817,object oriented programming,2,y
1668,english language proficiency,2,y
2657,model operationalization,2,y
2659,model output,2,
2797,normalize,2,
1585,duplicates,2,
2684,modelling data,2,y
1650,energy,2,
1591,dynamic geospatial graphs,2,y
1652,energy sciences,2,y
2987,performance reporting,2,
3573,revenue management,2,y
2988,performance review,2,
3622,sales departments,2,
2989,performance reviews,2,
1582,drug safety,2,y
2907,optimization tools,2,y
1580,drug development,2,
3570,retraining strategies,2,
2668,model selection,2,y
3071,pragmatism,2,y
2452,manage time,2,y
1720,event sourcing paradigm,2,y
2138,information theory,2,y
1892,geo-statistics,2,y
3436,re,2,y
1895,geography,2,y
2197,inter-personal,2,y
3265,profiling,2,y
3270,program design,2,y
1903,geospatial data,2,y
3272,programmatic advertising,2,y
3642,scalable big data,2,y
1911,github,2,y
3279,programming skills,2,y
1916,global mindset,2,y
1918,glue,2,y
3282,programs,2,
2162,insight generation,2,y
1923,governance,2,y
2148,initiative,2,y
3291,project plan,2,
1927,gpu,2,y
2146,ingesting,2,y
2143,infrastructure development,2,y
1891,geo data modelling,2,y
3248,productize,2,
2224,interpretability methods,2,
2266,job scheduling,2,y
2283,kafka,2,y
1863,gather insights,2,y
2280,k-,2,
3455,real-time data processing,2,y
3220,product personalization,2,y
1867,general purpose programming,2,y
2271,json,2,y
2270,js,2,y
3451,real-time auctioning,2,y
1873,generate,2,
3242,productionise,2,
2261,java script,2,y
3227,production code,2,
2253,iterative,2,
3445,real time analytics,2,y
1880,genetic algorithms,2,y
3444,real time,2,
3232,production master,2,
2244,investments,2,
3238,production software,2,
3296,promotion,2,
3299,promotional response,2,y
2293,knowledge engineering,2,y
2133,information sciences,2,y
2052,image data,2,y
2048,image,2,
2045,identifying,2,
2039,icml,2,y
2038,iclr,2,y
2033,ibm spss,2,y
3354,python stack,2,y
3356,"python,",2,y
2028,hypothesis generation,2,y
3387,quantitative methodologies,2,y
2024,hypotheses,2,
1980,hdfs,2,y
2022,hyperparameter optimization,2,y
3363,qlikview,2,y
2015,human resources,2,
3386,quantitative investment,2,
2014,human factors,2,
2010,html,2,
2001,hierarchical modeling,2,y
3383,quantitative finance,2,y
3377,quantitative analytics,2,y
2062,imagery,2,
1965,guiding,2,
1959,growth mindset,2,y
3312,property,2,
2132,information science,2,y
2128,information management,2,y
3304,proof-of-concepts,2,
3306,proofs of concept,2,
2114,inferences,2,y
3307,propensity,2,
1937,graph analytics,2,y
1939,graph data representations,2,y
2109,industry,2,
1944,graph inference,2,y
2072,impactful,2,
2101,industrial data science,2,
3316,proposal,2,
1946,graph representations,2,y
2093,inclusive,2,y
2089,imputaion,2,
3404,query optimization,2,y
3325,prototype development,2,y
2075,impacting,2,
3401,query language,2,y
3459,realtime,2,
2294,knowledge graph,2,y
2543,measure performance,2,y
3123,price modeling,2,y
2494,marketing mix modeling,2,y
3099,predictive model,2,
3100,predictive model development,2,y
1760,extracting,2,
2486,market research,2,y
1761,extracting data,2,y
1762,extracting insights,2,y
2482,market basket analysis,2,y
2481,market analysis,2,y
2479,market,2,
1766,fair data practices,2,
3106,predictive statistical models,2,y
3107,predictive value,2,
1773,feature,2,
3109,preprocess data sets,2,y
2469,manipulating data,2,y
1778,feedback,2,
3509,relationship extraction,2,y
2464,managment,2,y
3118,presenting papers,2,y
3378,quantitative business analysis,2,y
1752,exploratory analyses,2,y
1748,exploration,2,
2497,marketing optimization,2,y
2515,mathematical fluency,2,y
2542,measure,2,
3072,pre-sales,2,
3532,requirement analysis,2,y
3074,predict,2,
2532,matplotlib,2,y
3082,prediction models,2,y
3085,predictions,2,
3088,predictive algorithms,2,y
2516,mathematical framework,2,y
1738,experimental designs,2,y
3528,reporting.design,2,y
2514,mathematical engineering,2,y
2507,master data management,2,y
2506,master data,2,
2505,marts,2,
1741,experimentation cycle,2,
2504,markov,2,y
2502,marketplace,2,
1743,experimentation methodology,2,
3094,predictive experiments,2,y
2450,manage data,2,y
1787,financial crime,2,y
3208,product impact,2,y
2439,mahout,2,
2376,linguistics,2,y
3485,regression analyses,2,y
2358,life sciences,2,y
3178,process design,2,y
2351,libsvm,2,y
2349,liaise,2,
2346,learning tutorials,2,y
3479,regex,2,y
2341,learner,2,y
2340,learn independently,2,y
1833,forests,2,y
3474,redshift,2,y
3182,process performance,2,
2331,lda,2,y
3187,processing data,2,y
2321,language models,2,y
1847,frequentist statistics,2,y
2310,labelling,2,
3204,product engineering,2,y
2299,knowledge management,2,y
2297,knowledge graphs,2,y
3490,regression models,2,y
2377,linkage,2,
1810,financials,2,y
3144,proactive,2,y
2433,machine-learning algorithms,2,y
2430,machine vision,2,y
3134,principal component analysis,2,y
3136,prioritisation,2,
2417,machine learning experiments,2,y
2416,machine learning development,2,y
1794,financial market,2,y
2411,machine attention,2,y
2409,lucene,2,
3502,relational data,2,y
2387,live,2,
3150,probabilistic modeling,2,y
1799,financial planning,2,y
3151,probabilistic models,2,y
3496,regularization,2,
2395,logical thinking,2,y
2394,logical recommendations,2,y
2390,loading,2,
1809,financial-services,2,y
3156,probability networks,2,y
4546,zeppelin,2,y
2867,operating systems,2,y
3643,scalable classification,2,y
729,cloud computing platform,2,y
4078,supportive,2,y
4080,surf,2,
789,collaboratives,2,y
4089,svms,2,y
4091,sw development,2,y
768,coding standards,2,y
4095,system architecture,2,y
764,coding language,2,y
759,code testing,2,
4100,system performance,2,
748,co-creation,2,y
747,cnns,2,y
743,cloudstorage,2,y
4104,systems biology,2,y
4106,systems engineering,2,y
4077,supporting,2,
4073,support design,2,y
804,commercialize,2,
4057,supervised learning,2,y
857,computer image analysis,2,y
4043,structured databases,2,y
4047,structured thinking,2,y
849,computational statistics,2,y
843,computational oncology,2,y
842,computational models,2,y
4058,supervising,2,y
4070,supply policies,2,
827,complex,2,
826,compilation toolchain,2,y
4065,supply chain network models,2,y
4067,supply chain process,2,
817,community,2,
4069,supply planning,2,y
731,cloud infrastructure,2,y
4119,tactical execution,2,y
4034,streamsets,2,y
715,clinical research,2,y
622,casulity insurance,2,y
616,care,2,
613,capital markets,2,
610,cancer biology,2,y
4189,technical processes,2,y
4191,technical progress,2,y
4193,technical publications,2,y
601,calculate,2,y
600,calcul,2,y
598,"caffe 2,",2,y
595,c/c++,2,y
4199,technical science,2,
4209,technical tools,2,
564,business process,2,
561,business pipeline,2,
623,catalog,2,
4177,technical implementation,2,
633,causal reasoning.,2,y
687,cleartk,2,y
714,clinical practices,2,
4124,talend,2,y
697,client profile,2,
696,client presentations,2,y
4136,team management,2,y
4138,team working,2,y
686,clearnlp,2,y
4169,technical education,2,y
680,clean-up,2,y
676,classification models,2,y
4146,technical analytics,2,y
670,claims,2,
4163,technical details,2,y
4166,technical documentation,2,y
4040,structured data,2,y
885,conceptualize,2,y
3847,software programming,2,y
1055,customer profiling,2,y
3896,specification,2,
1105,data availability,2,
1103,data assessment,2,
1100,data anomalies,2,y
3906,spotfire,2,y
1081,dashboard applications,2,y
1080,dashboard,2,y
1078,d3.js,2,y
1075,cybersecurity,2,y
3912,sql server,2,y
1066,customer support,2,
1063,customer serving,2,
1062,customer service,2,y
3917,staff,2,
3918,staffing,2,
1111,data cleaning,2,y
1115,data collection systems,2,y
3888,sparkml,2,y
1151,data ingestion pipelines,2,y
1184,data operations,2,y
1183,data munging,2,y
3857,solicit,2,
1171,data merging,2,y
3865,solve,2,
1161,data lake,2,y
1142,data frameworks,2,y
3886,spark mllib,2,y
3877,source control management,2,y
1138,data flow,2,y
1137,data extraction transformation,2,y
1136,data extraction,2,y
3883,spacy,2,y
1125,data dictionary,2,
3919,staging,2,
1049,customer life time,2,
888,conclusions,2,
1039,customer data,2,
952,conversion maximization,2,
3986,statistics.,2,y
3987,statistics/,2,y
939,continuous development,2,y
933,content extraction,2,y
928,containerization,2,
3997,stochastics,2,
3999,storage,2,
923,container orchestration frameworks,2,y
4013,strategic insights,2,y
903,constructing,2,
4019,strategic recommendation,2,y
896,confluence,2,
892,confidence,2,y
891,conference presentations,2,
959,cooperative,2,y
963,coral,2,
3979,statistical tools,2,y
3943,statistical data modeling,2,y
3937,statistical competence,2,
3938,statistical computer,2,
1028,customer analytics,2,y
1024,curious,2,y
1022,curated data,2,y
3941,statistical data,2,y
3947,statistical experiments,2,y
969,couchdb,2,y
995,credit risk modeling,2,y
983,creative problem-solving,2,y
980,creative content,2,y
3968,statistical programming,2,y
3971,statistical science,2,y
972,cpu,2,
4216,technique selection,2,y
554,business objects,2,
4222,technology autonomously,2,y
103,agile working,2,y
163,analysis tools,2,y
155,analysing data,2,y
151,analyse processes,2,y
143,algorithms.,2,y
135,algorithmic problem-solving,2,y
134,algorithmic foundations,2,y
133,algorithmic design,2,y
4475,visualizing,2,y
4477,viz,2,y
124,algebra,2,y
4479,warehousing,2,y
4481,waterfall,2,y
118,ai technologies,2,y
115,ai platform,2,y
114,ai models,2,y
165,analyst,2,y
4457,visual design,2,y
167,analytic,2,y
200,analytical perspective,2,y
4424,variable selection,2,y
226,analytics methodology,2,y
4428,vector machines,2,y
207,analytical programs,2,y
204,analytical processing,2,y
202,analytical principles,2,y
4439,version control systems,2,y
172,analytical approach,2,y
192,analytical mind,2,y
184,analytical experience,2,y
183,analytical evidence,2,y
4447,vip management,2,y
176,analytical capability,2,y
174,analytical business models,2,y
4484,wearables,2,y
100,agile software development,2,y
548,business leaders,2,y
99,agile processes,2,y
42,actionable insight,2,y
4522,workflow management,2,y
40,action,2,y
38,acquire,2,y
33,accounting,2,y
32,accountable,2,y
28,access management,2,y
27,access control,2,y
19,a,2,y
17,3.js,2,y
15,/regression,2,y
4537,x86 assembly,2,
9,#NAME?,2,
4540,xgboost,2,y
2,#NAME?,2,
4520,work organization skills,2,y
48,actuarial science,2,
49,ad,2,
79,aerospace,2,
4496,web scraping,2,y
4497,web services,2,y
93,agile environment,2,y
4498,web technologies,2,y
82,aggregating,2,y
4504,webinars,2,
4505,website,2,
52,ad inventory estimation,2,y
4507,websites,2,
75,advisory,2,y
71,advanced planning systems,2,y
4509,what-if models,2,y
67,adtech applications,2,y
59,ad-tech,2,y
4419,value chains,2,y
4413,validating models,2,y
4408,utilization,2,
251,apache spark,2,y
4272,thai,2,y
463,biomarker development,2,y
4275,theory,2,
459,biological data,2,y
457,biological,2,y
449,bigquery,2,y
448,bigdata,2,y
447,big scale,2,y
4292,time series data,2,y
432,big data models,2,y
4296,time series models,2,y
422,bidding algorithms,2,y
414,behavioural economics,2,y
4307,tool,2,
408,behavioral economics,2,y
469,biomedical engineering,2,y
4264,text analysis,2,y
482,blockchain,2,y
520,business analyses,2,y
4223,technology innovation,2,
542,business improvement,2,
529,business data,2,
525,business applications,2,
523,business analytic,2,y
522,business analyst,2,y
509,build relationships,2,y
486,blog,2,y
4242,test algorithms,2,y
4247,test driven development,2,y
4249,test hypotheses,2,y
496,brainstorm,2,
4251,test models,2,y
4255,test vehicles,2,y
407,behavioral analytics,2,y
4312,tools,2,
4315,topic modelling,2,y
294,articulating,2,y
4370,ubuntu,2,y
319,assortment optimization,2,y
4377,underwrite,2,
308,assessments,2,
307,assessment,2,
4384,unstructured data analytics,2,y
4388,use cases,2,
327,auctioning,2,
285,architectural solutions,2,y
282,architectural,2,y
278,aps,2,
4397,user experiences,2,
254,apis,2,y
252,api,2,y
324,attention to details,2,y
329,audience segmentations,2,y
398,bayesian probability,2,y
365,automotive data processing,2,y
375,b testing,2,y
4336,transforming,2,
369,autonomously,2,
368,autonomous vehicles,2,
367,autonomous self-starter,2,y
4337,transforming data,2,y
4339,translating,2,y
4363,trust,2,
4344,transportation networks,2,y
353,automatic translation,2,y
348,automated processes,2,y
4353,trend recognition,2,
4359,triple/quad stores,2,
333,auto-reply,2,
1195,data privacy,2,
736,cloud systems,2,y
1352,dc,2,
3817,skills,2,
3724,segmentation analysis,2,y
3766,sensor data,2,
1253,data structure,2,
1500,digitalisation,2,
1413,demographic data,2,
3825,soccer,2,
1251,data streaming,2,y
1248,data stories,2,y
1355,debt collection optimization,2,y
1246,data stack,2,
3739,self-learner,2,y
3666,science investigation,2,y
1242,data source,2,
1237,data services,2,
3740,self-learning,2,y
3663,scheduling,2,
3741,self-management,2,y
1359,decision analysis,2,y
3662,schedule,2,
3830,social media analytics,2,y
1229,data science models,2,
3832,social science,2,
1397,delivered,2,
1517,discuss,2,
1223,data schemas,2,
3818,skills development,2,y
1347,datasets.,2,
3656,scalanlp,2,y
1267,data validations,2,y
1303,data-intensive,2,
1457,develop solutions,2,y
1296,data-driven mindset,2,y
1295,data-driven insights,2,y
3792,shell,2,y
3705,scrum framework,2,y
3804,simulate,2,
1463,developing models,2,y
3708,search engine,2,y
3699,script,2,y
3786,servicing,2,y
1292,data-driven decisions,2,
1319,database concepts,2,
1323,database modeling,2,y
3780,service delivery,2,y
1288,data-driven analyses,2,y
1339,datadriven,2,
3684,scientific work,2,
1279,data warehousing technology,2,y
3774,series,2,
3683,scientific thinking,2,y
3680,scientific mindset,2,y
1276,data warehouses,2,y
1275,data warehouse tuning,2,y
1269,data visualisations,2,y
1395,delegation,2,
3702,scripting languages,2,y
1375,deductive reasoning,2,y
1212,data provisioning,2,y
3757,semantic web,2,y
1205,data products,2,
3755,semantic search applications,2,y
1528,distributed computing systems,2,y
1383,deep learning architectures,2,y
3759,semantic-enabled systems,2,y
3837,software applications,2,y
1387,deep learning vision,2,y
1522,distance,2,
1217,data querying,2,y
1385,deep learning framework,2,y
3748,selling documents,2,y
1521,disposal,2,
3834,socializing,2,
1390,deep neural networks,2,y
1520,display,2,
3061,power generation,1,
4361,troubleshoot deployments,1,y
3585,risk dashboards,1,
4236,tensorboard,1,y
3586,risk differentiation,1,
4364,trusted,1,
3060,power bi,1,y
3154,probability analysis,1,y
3070,pragmatic,1,y
3063,power transformers,1,y
3712,search queries,1,y
4367,tweaks,1,
4365,trx,1,y
3068,practical exercises,1,y
3067,pr,1,
3584,risk analytics,1,y
3711,search logic,1,y
4366,tsql,1,y
3062,power pivot,1,y
3066,powerpoints,1,y
4238,tensorflow serving,1,y
3073,predicitive analysis,1,y
3083,prediction systems,1,y
3715,search technologies,1,y
4341,transmission,1,
3087,predictive /,1,y
3581,rework,1,
3749,sem,1,
4345,travel content,1,
4346,travel modelling,1,
4239,tensorflow-object detection api,1,y
3582,rfp/rfq creation,1,y
4347,treasury,1,
4348,treat,1,
3084,prediction tasks,1,y
4349,treatment,1,
4358,triple,1,
4350,tree based methods,1,y
3081,prediction modeling,1,y
3714,search ranking,1,y
4351,tree-based,1,y
3713,search rank,1,y
3080,prediction and,1,
3079,prediction algorithms,1,y
4355,trial management,1,y
4356,trial protocol,1,
4368,"tx2,",1,
3076,predictability,1,y
3075,predict probabilities,1,y
3709,search engine marketing,1,y
4259,testing algorithms,1,y
4369,typescript,1,y
4234,temporal data structures,1,y
4233,temporal data,1,y
3039,platform development,1,y
3159,problem definition,1,y
4379,unit-testing,1,y
4380,univariate/multivariate statistics,1,y
3160,problem domains,1,y
3037,planting,1,
4382,unix-based,1,
3590,risk mitigation,1,y
3161,problem framing,1,y
4386,up,1,
4232,telemetry data,1,y
3591,risk modelling,1,y
4390,user acquisition,1,y
3035,pivoting,1,y
3592,risk models,1,y
3033,pipelining,1,y
4392,user behavior modeling,1,y
4393,user behavior models,1,y
3704,scrum development,1,y
3030,piloting,1,y
4394,user behaviors,1,y
4395,user engagement,1,y
3706,scrum).,1,y
4376,underwater acoustics,1,y
3058,postgres,1,y
4375,understanding,1,y
3155,probability methods,1,y
3057,postgis,1,y
3056,post-sales data science,1,y
3716,sec,1,y
3054,portfolio health analysis,1,y
3053,population,1,y
3555,response models,1,y
3052,pooling,1,y
3051,pong,1,y
3050,politics,1,y
3588,risk insights,1,y
4371,ui,1,y
3751,semantic experiences,1,y
4372,un-supervised learning,1,y
3046,point cloud processing libraries,1,y
4373,uncertainty quantification,1,y
3045,pms,1,y
3553,response,1,y
4374,uncover insights,1,y
3044,plotting libraries,1,y
3043,plotly,1,y
3042,platforms,1,
3041,platform programming,1,y
3587,risk factors,1,
3717,secondary analysis,1,y
3578,review designs,1,y
3115,presentation stories,1,y
4276,thesaurus,1,y
3120,prevention,1,
3746,self-service analyses,1,y
3119,presto,1,y
4277,things,1,
4254,test trading models,1,y
4253,test sets,1,y
4278,think about,1,
4281,thought ethic,1,y
4283,threaded,1,
4252,test process,1,
3114,presentation skills,1,y
3122,price execution,1,
3560,result-oriented,1,
3112,present data,1,y
3567,retail execution,1,
3736,self-drive,1,y
3143,private equity,1,y
3110,prescriptive analysis,1,y
4250,test integration,1,y
4284,threat intelligence,1,y
4285,thresholding techniques,1,y
4286,tide,1,
4289,time management.,1,y
3121,price analyses,1,y
3743,self-motived,1,y
3557,responsible,1,y
3563,results-oriented,1,y
3138,prioritise requests,1,y
4260,testing framework,1,y
4261,testing strategies,1,y
4257,testability,1,
4266,text classification,1,y
3140,prioritization plans,1,y
3133,primary market research,1,y
3132,primary data storage,1,y
4267,text content,1,y
3131,pricing strategy,1,y
4269,text processing,1,y
3130,pricing strategies,1,y
3565,retail analytics,1,y
3129,pricing sensitivity analysis,1,y
3128,pricing logic,1,
3127,pricing analytics,1,y
3126,pricing analyses,1,y
4270,text-wrangling,1,y
3745,self-reliant,1,y
4256,test/learn,1,y
4271,tf,1,y
3744,self-organized,1,y
4273,theoretical,1,y
3124,price prediction,1,y
3568,retargeting,1,y
4294,time series methods,1,y
3145,proactive monitoring,1,y
3092,predictive applications,1,y
3098,predictive maintenance modeling,1,y
3719,securities,1,
4319,trade execution,1,
3096,predictive machine learning,1,y
4323,training pipelines,1,y
4325,trains,1,
4245,test coverage,1,y
3095,predictive learning,1,y
4326,trampoline,1,y
3093,predictive data models,1,y
4327,transaction,1,y
4328,transactional,1,y
3732,self-assessment,1,y
4244,test cases,1,y
4330,transactions,1,y
4331,transcripts,1,y
3574,revenue strategies,1,y
3091,predictive analytics algorithms,1,y
4335,transformers,1,y
2869,operation planning,1,y
3137,prioritise,1,y
3576,review analysis,1,y
4243,test case plan,1,y
3577,review data,1,y
3558,rest-apis,1,y
4316,topic models,1,y
4248,test engineering,1,y
3721,security experience,1,y
4297,time series prediction,1,y
4298,time value analysis,1,y
4299,time-dependent probability distribution modeling.,1,y
3729,seismic interpretation,1,y
4300,time-domain,1,y
4303,time-series forecasting,1,y
3105,predictive rental pricing models,1,y
3146,proactive thinking,1,y
4304,tissue microarray,1,y
4305,token-economics,1,y
3728,segregation,1,y
4306,tokenization,1,y
3727,segmenting markets,1,y
4308,tool stack,1,y
3102,predictive modeling.,1,y
4309,toolboxes,1,y
3147,proactively insights,1,y
3725,segmentation models,1,y
3594,robotic design,1,y
3148,proactivity,1,y
3149,probabilistic,1,y
3722,security systems,1,y
4313,top,1,y
3473,redispatching,1,y
4410,validate models,1,y
4398,user history,1,y
4488,web application development,1,y
2927,organizational efficiency,1,y
4491,web crawling,1,y
4492,web data,1,y
3667,sciences,1,y
3620,sage maker,1,y
4495,web platform,1,y
2924,organisational skills,1,y
3664,schema mapping,1,y
3623,sales process,1,y
3624,salesforce,1,y
4499,web-analytics,1,y
2923,organisational improvements,1,y
2922,organisational goals,1,y
4500,web-based,1,y
2920,order data,1,y
4502,web-scale data,1,y
3625,saliency detection,1,y
4503,web-scale data processing,1,y
2919,order,1,y
3626,sampling,1,y
2917,oral communications,1,y
3627,sandbox,1,y
4506,website experience,1,y
2914,optimizing code,1,y
3661,scenario and sensitivity analysis,1,y
3628,sanger,1,y
3629,sankey chart,1,y
4489,web application frameworks,1,y
2929,organizational health,1,y
2947,overseeing,1,y
4487,web apis,1,y
2945,outlier detection,1,y
4470,visualization applications,1,y
4471,visualization technologies,1,y
4474,visualize insights,1,y
3676,scientific libraries,1,y
2943,oss,1,y
2942,os,1,y
3675,scientific knowledge,1,y
2940,organizing sessions,1,y
3674,scientific investigative,1,y
3615,sae reconciliation,1,y
4476,visualizing data,1,y
3673,scientific insights,1,y
4478,voice of customer,1,y
3617,safety-,1,y
4480,warship,1,y
3618,safety-related,1,y
3672,scientific evidence,1,y
2934,organizational skills.,1,y
4482,watson studio,1,y
2932,organizational policies,1,y
4483,wearable devices,1,y
3671,scientific consulting,1,y
3619,sage,1,y
2931,organizational needs,1,y
3669,scientific analysis,1,y
2930,organizational issues,1,y
3659,scaling ml models,1,y
2912,optimize pricing,1,y
2911,optimize performance,1,y
4510,wif,1,y
3639,scalable analysis,1,y
3650,scalable platforms,1,y
4533,written communication,1,y
2884,operational systems,1,y
2883,operational software,1,y
3648,scalable machine learning infrastructure,1,y
4534,written examinations,1,y
2881,operational processes,1,y
3640,scalable analytics,1,y
4535,written/spoken,1,y
4536,x,1,
2879,operational guidance,1,y
2878,operational excellence,1,y
3647,scalable infrastructure,1,y
4538,xavier,1,y
4539,xbox,1,y
3646,scalable distributed systems,1,y
3645,scalable data products,1,y
2875,operational datasets,1,y
2874,operational databases,1,y
2873,operational assistance,1,y
4541,yarn,1,y
4542,yield assignment,1,y
4544,zalando kpis,1,y
4545,zementis,1,y
3641,scalable back-end solutions,1,y
2870,operation research,1,y
3651,scalable production,1,y
2887,operations improvement,1,y
4527,world data,1,y
2900,optimization algorithms,1,y
3658,scaling,1,
4512,wiskunde,1,
2909,optimizations,1,
2908,optimization.,1,y
4513,withflask,1,
4515,word/sentence embeddings,1,y
2905,optimization systems,1,
4517,work autonomously,1,
2904,optimization strategies,1,
2903,optimization models,1,
2902,optimization frameworks,1,
2901,optimization analytics,1,y
3655,scalable training,1,y
2888,operations management,1,y
2897,optimisation,1,
3634,scala/,1,y
3635,scala/spark,1,y
2895,optimal utilization,1,
3652,scalable software,1,y
2894,optimal solution design,1,y
4525,working independently,1,y
2893,optimal planning,1,y
2892,optimal analytical solutions,1,y
2891,ops,1,
3638,scalable algorithms,1,y
2889,operations planning,1,
2946,output consumption,1,
2948,ownership,1,y
3028,pillow,1,y
4420,value metrics,1,
4422,variable importance measures,1,y
3008,persuasiveness,1,y
4423,variable reduction,1,y
3698,screening,1,
3600,roll-out,1,
4425,variance,1,
4427,vba modelling).,1,y
3696,scouting,1,y
4429,vectorization,1,y
3004,personalized modeling,1,y
3003,personalized medicine,1,y
4430,velocity,1,
4431,vendor management,1,y
4433,verbal communication,1,y
4434,verification,1,
3695,scoring models,1,y
4435,verification procedures,1,
3601,root cause analyses,1,y
3000,personal assistant,1,
2999,personal,1,
2998,persistence,1,y
3694,scoring algorithm,1,y
2996,perishable inventory,1,y
3692,scoping,1,
2994,perfrom,1,
3691,sckit-learn,1,y
2993,performing,1,
4421,value proposition,1,
3010,ph.d.,1,
3613,"s3,",1,y
4418,value chain,1,y
4399,user ltv,1,
4400,user reporting,1,y
4401,user search queries,1,y
4402,user-centric methods,1,y
3026,pig,1,y
4403,user-engagement metrics,1,y
4404,user-generated content,1,y
3025,pie,1,
4405,user-intent,1,y
4406,users,1,
3596,robotics,1,y
4407,utility payment,1,
3024,phyton,1,
3597,robotics process,1,y
3598,roi analysis,1,y
3599,role-plays,1,y
4231,telematics datasets,1,y
3020,phrase detection,1,y
4411,validate requirements,1,y
3018,phone accelerometer,1,
4415,validation specs,1,
3016,pharmacoepidemiology,1,
3015,pharmaceutical quality assurance,1,y
3014,pharmaceutical process,1,y
3013,pharmaceutical industry,1,
4416,valorization,1,
3012,pharmaceutical development,1,y
4440,versioning,1,
4441,vetting,1,
2992,performed,1,
2991,performant,1,
2968,pattern detection,1,y
2967,pattern analysis,1,y
3609,rshiny,1,
2965,patient,1,
3681,scientific programming,1,y
2964,pathology,1,y
4458,visual displays,1,y
4459,visual learning,1,y
2963,path analyses,1,y
2962,passionate,1,y
4460,visual tools,1,y
2960,part-of-speech tagging,1,y
2959,parse,1,
4462,visualisation stack,1,y
3677,scientific manuscripts,1,y
2958,parquet,1,y
2957,parameter estimation,1,y
4464,visualisations,1,y
2955,parallel computing,1,y
2954,parallel,1,
2953,panel data,1,y
3612,s vision,1,
4465,visualisationsupported,1,y
4467,visualising,1,y
2951,package technical concepts,1,y
2950,p-values,1,y
4468,visualising data,1,y
2969,pattern discovery,1,y
4456,visual data presentations,1,y
4455,visual analytics,1,y
4448,virtual machines,1,y
4442,video,1,
2990,performance tuning,1,y
4443,video analytics,1,y
3687,scikit-,1,y
4444,video content analysis,1,y
2986,performance qualification,1,y
4445,video processing,1,y
2985,performance monitoring,1,y
4446,views,1,
3604,route,1,
3685,scientifically,1,
2982,performance indicators,1,
2980,performance dashboards,1,y
2972,pay,1,
4449,virtualisation,1,y
4450,virtualised environments,1,y
2979,performance analysis,1,y
4451,virtualization,1,y
4452,visio.healthcare,1,y
3606,routing algorithms,1,y
3607,routing structures,1,y
2975,peace research,1,
2974,pca,1,y
2973,payments,1,
3608,row,1,
4454,vision data,1,
3163,problem scoping,1,y
3177,process data,1,y
4230,telematics data,1,y
3973,statistical simulations,1,y
3364,qlx,1,y
3814,skill development,1,y
3361,qc,1,y
3360,pytorch keras,1,y
3507,relational dbs,1,y
3980,statistical validation,1,y
3358,pythonic code,1,y
3981,statistico-matematico,1,y
3508,relational systems,1,y
3983,statistics  hypothesis testing,1,y
3357,python.,1,y
3985,statistics-,1,
3813,skiing,1,
3355,python).,1,y
3988,statistiscal,1,
3990,statsmodels,1,y
3353,python scipy stack,1,y
3812,skating,1,
3351,python libraries,1,y
3350,python coding,1,y
3991,steer,1,
3992,stochastic calculus,1,y
3349,python / r.,1,y
3993,stochastic differential equations,1,y
3994,stochastic modelling,1,y
3811,situational exercises,1,
3995,stochastic models,1,y
3974,statistical skills,1,y
3505,relational database software,1,y
3824,soc,1,y
3366,qualitative data,1,
3822,snowflake,1,y
3821,slq,1,
3820,slides,1,
3819,sklearn,1,y
3385,quantitative insights,1,y
3384,quantitative financial analysis,1,y
3944,statistical data modelling,1,y
3945,statistical data models,1,y
3382,quantitative engineering,1,y
3380,quantitative data analysis,1,y
3948,statistical genetics,1,y
3952,statistical languages,1,y
3379,quantitative data,1,y
3954,statistical learning methods,1,y
3955,statistical learning models,1,y
3956,statistical literacy,1,y
3375,quantitative analyses,1,y
3959,statistical methodology,1,y
3963,statistical modeling-,1,y
3373,quality processes,1,
3372,quality management,1,
3504,relational database platforms,1,y
3370,quality assurance testing,1,y
3967,statistical predictive models,1,y
3368,quality analytics,1,y
3816,skill- banking,1,y
3815,skill management,1,y
